price,bathroom,coord,bhk,sqft,class
7.313886831633462,,"(77.145426, 28.529971000000003)",3.0,1300.0,0
5.926926025970411,2.0,"(77.20889282226562, 28.523548126220703)",2.0,950.0,0
6.621405651764134,2.0,"(77.30101013183594, 28.65350341796875)",3.0,1600.0,0
6.621405651764134,3.0,"(28.5860543, 77.07133470000002)",3.0,115.0,0
6.90875477931522,3.0,"(77.08307647705078, 28.70779800415039)",4.0,2000.0,0
5.926926025970411,1.0,"(77.24215698242188, 28.575746536254893)",,,0
6.883462586413092,3.0,"(28.548202000000003, 77.2380163)",3.0,1800.0,1
6.439350371100098,2.0,"(77.219678, 28.5669468)",2.0,900.0,0
6.775366090936392,2.0,"(28.6712458, 77.3176541)",3.0,180.0,1
5.991464547107982,2.0,"(77.1336669921875, 28.656160354614247)",2.0,1000.0,0
5.472270673671475,1.0,"(28.6248596, 77.11086809999998)",1.0,,1
5.857933154483459,1.0,"(28.5849492, 77.05828439999998)",1.0,,0
6.5337888379333435,2.0,"(77.20977783203121, 28.5348300933838)",2.0,900.0,0
6.516193076042964,2.0,"(77.20977783203121, 28.5348300933838)",2.0,900.0,0
6.1092475827643655,1.0,"(28.5503314, 77.25018929999997)",1.0,,1
7.537430036586509,,"(77.15025209999997, 28.5339195)",3.0,1400.0,0
4.927253685157205,1.0,"(28.6150725, 77.03413760000002)",1.0,,0
5.41610040220442,1.0,"(28.535438300000006, 77.26393259999998)",1.0,,1
5.857933154483459,1.0,"(77.05307006835938, 28.62128829956055)",2.0,600.0,0
5.823045895483019,2.0,"(77.1823959350586, 28.50499153137207)",2.0,750.0,0
7.1316985104669115,2.0,"(28.5572098, 77.2127891)",1.0,,1
6.439350371100098,,"(77.205973, 28.517317)",2.0,1050.0,0
6.214608098422191,2.0,"(28.6473, 77.1305395)",3.0,900.0,1
6.214608098422191,2.0,"(28.708056899999995, 77.11795409999998)",3.0,96.0,1
6.478509642208569,2.0,"(77.29544067382812, 28.605365753173828)",3.0,1100.0,0
7.3783837129967145,3.0,"(28.5584489, 77.2029376)",3.0,2700.0,1
5.1647859739235145,1.0,"(77.15396118164062, 28.68445587158203)",1.0,,0
7.026426808699636,2.0,"(77.24923706054688, 28.537872314453125)",2.0,,0
6.716594773520978,2.0,"(77.14756774902344, 28.52378845214844)",2.0,1250.0,0
4.8283137373023015,1.0,"(28.6499708, 77.0624888)",2.0,585.0,0
6.775366090936392,2.0,"(28.504405100000003, 77.2141252)",2.0,1400.0,1
6.439350371100098,2.0,"(77.05425039, 28.60241996)",3.0,1650.0,0
5.991464547107982,1.0,"(28.7104613, 77.1093179)",3.0,64.0,1
6.214608098422191,2.0,"(28.6401136, 77.28792419999998)",2.0,1500.0,1
5.703782474656201,1.0,"(28.5849492, 77.05828439999998)",,,0
5.521460917862246,1.0,"(28.6083697, 77.293112)",1.0,,1
6.55250788703459,,"(77.304787, 28.5884566)",2.0,1000.0,0
5.236441962829949,1.0,"(28.5410606, 77.26422219999998)",1.0,,1
6.333279628139691,2.0,"(77.30213165283203, 28.628671646118164)",2.0,1100.0,0
5.41610040220442,2.0,"(28.6077713, 77.3173656)",2.0,450.0,1
7.1316985104669115,3.0,"(28.5397842, 77.24897259999999)",3.0,250.0,1
6.90875477931522,2.0,"(77.23369598388672, 28.55557632446289)",2.0,200.0,0
7.3938782901077555,3.0,"(28.5502164, 77.2397968)",3.0,250.0,1
7.3938782901077555,3.0,"(28.5386667, 77.2398626)",3.0,250.0,1
7.1316985104669115,3.0,"(77.30654907226562, 28.652740478515625)",3.0,1700.0,0
7.537430036586509,3.0,"(77.25089263916016, 28.55734443664551)",3.0,,0
7.468513271496337,,"(77.15726573856759, 28.5230959251783)",3.0,1600.0,0
5.25227342804663,1.0,"(28.5532203, 77.17450670000002)",1.0,,1
5.703782474656201,2.0,"(28.716304200000003, 77.10320949999998)",3.0,48.0,1
6.716594773520978,2.0,"(77.15332794189453, 28.5267276763916)",2.0,1000.0,0
6.508769136971682,2.0,"(77.20977783203121, 28.5348300933838)",2.0,900.0,0
6.53813982376767,2.0,"(77.20977783203121, 28.5348300933838)",2.0,900.0,0
7.3938782901077555,3.0,"(28.5478897, 77.2031247)",3.0,1800.0,1
7.601901959875166,3.0,"(28.5478897, 77.2031247)",3.0,250.0,1
5.991464547107982,1.0,"(77.25118255615234, 28.579124450683594)",1.0,,0
6.439350371100098,3.0,"(28.4958562, 77.18482540000002)",3.0,1500.0,0
6.214608098422191,,"(77.0684764871488, 28.642451163106603)",2.0,950.0,0
6.621405651764134,,"(77.05492553940779, 28.5639731015665)",3.0,1540.0,0
6.775366090936392,2.0,"(77.23369598388672, 28.55557632446289)",2.0,208.0,0
6.957497370876951,,"(77.09200984, 28.53838483)",3.0,1800.0,0
5.991464547107982,1.0,"(28.5640182, 77.19272790000002)",1.0,,1
5.41610040220442,1.0,"(28.4873983, 77.19021219999998)",1.0,,0
5.1647859739235145,1.0,"(28.6914526, 77.2024306)",1.0,,1
6.214608098422191,,"(77.297085, 28.611504999999998)",2.0,1300.0,0
5.41610040220442,1.0,"(77.29749298095703, 28.592716217041016)",1.0,,0
5.1647859739235145,1.0,"(28.6417002, 77.12245290000001)",1.0,,1
7.1316985104669115,,"(77.09200984, 28.53838483)",3.0,1800.0,0
6.716594773520978,,"(77.1736082115077, 28.552560999999997)",2.0,1200.0,0
5.093750200806762,1.0,"(77.29749298095703, 28.592716217041016)",1.0,,0
6.082218910376446,2.0,"(28.522097100000003, 77.21015340000002)",2.0,580.0,1
6.214608098422191,1.0,"(77.23197174072266, 28.572269439697266)",1.0,,0
7.3938782901077555,3.0,"(28.5502164, 77.2397968)",3.0,1600.0,1
6.478509642208569,2.0,"(77.24639129638672, 28.56278991699219)",2.0,,0
6.90875477931522,3.0,"(77.09053039550781, 28.62105369567871)",3.0,1350.0,0
5.236441962829949,2.0,"(77.27497863769531, 28.508718490600586)",2.0,450.0,0
6.439350371100098,1.0,"(28.5733536, 77.2326497)",1.0,,1
5.926926025970411,1.0,"(28.635245399999995, 77.11748259999997)",2.0,1025.0,1
7.1316985104669115,3.0,"(28.522097100000003, 77.21015340000002)",3.0,1800.0,1
5.236441962829949,1.0,"(77.25650024414062, 28.745153427124023)",1.0,,0
7.719573989259581,3.0,"(28.5572098, 77.2127891)",3.0,200.0,1
7.719573989259581,4.0,"(28.54482, 77.22830079999999)",4.0,350.0,1
6.883462586413092,3.0,"(77.0560836791992, 28.7013645172119)",3.0,1700.0,0
7.6624678152002375,3.0,"(28.5506847, 77.20052120000003)",3.0,1800.0,1
5.521460917862246,1.0,"(28.531169800000004, 77.28748329999998)",1.0,,1
6.478509642208569,3.0,"(28.5393035, 77.2193187)",3.0,200.0,1
6.439350371100098,2.0,"(77.13461303710938, 28.74116325378418)",2.0,,0
6.85751406254539,,"(77.150134, 28.666059000000004)",3.0,1630.0,0
4.605170185988092,1.0,"(28.7018804, 77.12271640000002)",1.0,,1
5.298317366548036,1.0,"(28.472044300000004, 77.1329417)",2.0,500.0,0
5.0106352940962555,1.0,"(28.7018804, 77.12271640000002)",1.0,,1
7.601901959875166,3.0,"(28.5506847, 77.20052120000003)",3.0,2000.0,1
6.354370040797351,2.0,"(28.584023, 77.2484181)",2.0,765.0,1
6.214608098422191,2.0,"(77.13461303710938, 28.74116325378418)",2.0,,0
6.587550014824796,,"(77.0633074, 28.58710449)",3.0,1800.0,0
7.601901959875166,,"(77.09200984, 28.53838483)",4.0,2200.0,0
6.634633357861686,2.0,"(77.14124298095703, 28.645421981811523)",3.0,1359.0,0
6.516193076042964,2.0,"(77.23764038085938, 28.54698181152344)",1.0,,0
6.1092475827643655,1.0,"(28.621899, 77.08783849999998)",2.0,680.0,0
7.313886831633462,4.0,"(77.16876983642578, 28.55680084228516)",3.0,1900.0,0
6.1092475827643655,,"(77.297085, 28.611504999999998)",2.0,900.0,0
5.616771097666572,1.0,"(28.572037899999994, 77.070837)",2.0,500.0,0
6.1092475827643655,1.0,"(77.2085189819336, 28.53231811523437)",1.0,,0
5.3612921657094255,,"(77.03549100000002, 28.583774419141694)",1.0,,0
5.0106352940962555,1.0,"(77.216667175293, 28.6666660308838)",2.0,550.0,0
6.137727054086234,2.0,"(77.31808471679688, 28.60138511657715)",2.0,950.0,0
7.226936018493289,3.0,"(77.2370986938477, 28.562688827514602)",3.0,1800.0,0
6.439350371100098,2.0,"(77.2196807861328, 28.5669460296631)",2.0,1200.0,0
6.354370040797351,2.0,"(77.24330139160159, 28.5613498687744)",2.0,1000.0,0
5.783825182329737,1.0,"(28.5609053, 77.23907840000003)",1.0,,1
5.857933154483459,1.0,"(28.5609053, 77.23907840000003)",1.0,,1
6.082218910376446,1.0,"(28.561731800000004, 77.24267900000002)",1.0,,1
4.8283137373023015,1.0,"(77.216667175293, 28.6666660308838)",1.0,,0
6.040254711277414,2.0,"(77.07371520996094, 28.638242721557607)",2.0,850.0,0
6.621405651764134,1.0,"(28.564726, 77.19491640000003)",1.0,,1
6.90875477931522,,"(77.1736082115077, 28.552560999999997)",2.0,,0
6.354370040797351,1.0,"(77.15332794189453, 28.5267276763916)",1.0,,0
5.857933154483459,,"(77.1736082115077, 28.552560999999997)",,,0
7.313886831633462,4.0,"(77.16876983642578, 28.55680084228516)",4.0,2400.0,0
6.55250788703459,,"(77.1512724323696, 28.526189702522696)",2.0,900.0,0
6.716594773520978,2.0,"(77.24923706054688, 28.537872314453125)",3.0,160.0,0
5.926926025970411,2.0,"(28.5212083, 77.17898309999998)",2.0,800.0,1
7.537430036586509,3.0,"(28.5666032, 77.22013259999999)",3.0,200.0,1
7.0909098220799835,3.0,"(77.24923706054688, 28.537872314453125)",3.0,1200.0,0
6.775366090936392,3.0,"(77.19772338867188, 28.560932159423828)",3.0,1350.0,0
6.398594934535208,2.0,"(77.1976547241211, 28.5620231628418)",2.0,900.0,0
5.616771097666572,2.0,"(77.308837890625, 28.59013938903809)",2.0,650.0,0
5.3612921657094255,1.0,"(77.16091918945312, 28.65218734741211)",1.0,,0
7.601901959875166,2.0,"(77.22295379638672, 28.5728759765625)",2.0,200.0,0
5.991464547107982,2.0,"(77.10872650146484, 28.71630096435547)",2.0,600.0,0
6.7464121285733745,2.0,"(77.24923706054688, 28.537872314453125)",2.0,1200.0,0
7.346655163176539,3.0,"(28.5502164, 77.2397968)",3.0,1600.0,1
5.1647859739235145,1.0,"(77.23538970947266, 28.503028869628906)",1.0,,0
5.236441962829949,1.0,"(77.26956176757812, 28.635967254638672)",1.0,,0
5.0106352940962555,1.0,"(28.6893535, 77.29193520000003)",2.0,50.0,1
6.621405651764134,2.0,"(28.5334705, 77.21158199999998)",2.0,800.0,1
6.309918278226516,,"(77.31018804947792, 28.633109860193)",3.0,1000.0,0
7.226936018493289,2.0,"(28.5506847, 77.20052120000003)",2.0,1800.0,1
5.41610040220442,1.0,"(28.560589, 77.1981184)",1.0,,1
7.048386408721883,2.0,"(77.16876983642578, 28.55680084228516)",2.0,1350.0,0
6.775366090936392,2.0,"(77.167724609375, 28.55351638793945)",2.0,1150.0,0
4.8283137373023015,1.0,"(28.601243, 77.3031561)",1.0,,1
5.616771097666572,1.0,"(77.26956176757812, 28.635967254638672)",1.0,,0
5.746203190540153,2.0,"(77.29151916503906, 28.61115455627441)",2.0,700.0,0
6.163314804034641,,"(77.09889100000002, 28.670957647588)",2.0,1100.0,0
7.719573989259581,3.0,"(77.23197174072266, 28.572269439697266)",3.0,217.0,0
7.537430036586509,3.0,"(77.23197174072266, 28.572269439697266)",3.0,217.0,0
5.703782474656201,2.0,"(77.30399322509766, 28.589977264404297)",2.0,700.0,0
5.3612921657094255,1.0,"(77.31037139892578, 28.59128761291504)",1.0,,0
5.41610040220442,1.0,"(77.31205749511719, 28.596635818481445)",1.0,,0
6.023447592961033,1.0,"(77.25518035888672, 28.532943725585927)",1.0,,0
5.991464547107982,1.0,"(28.635245399999995, 77.11748259999997)",3.0,1100.0,1
7.1316985104669115,2.0,"(77.16876983642578, 28.55680084228516)",2.0,1450.0,0
6.398594934535208,1.0,"(77.16291809082031, 28.58595085144043)",1.0,,0
6.439350371100098,3.0,"(77.18748474121094, 28.500362396240234)",3.0,1500.0,0
7.026426808699636,3.0,"(77.24923706054688, 28.537872314453125)",3.0,1250.0,0
7.069874128458572,3.0,"(77.24923706054688, 28.537872314453125)",3.0,1250.0,0
6.55250788703459,1.0,"(28.5583464, 77.25308290000002)",1.0,,1
6.775366090936392,2.0,"(77.167724609375, 28.55351638793945)",2.0,930.0,0
5.0106352940962555,1.0,"(28.6090126, 76.9854526)",1.0,,0
6.883462586413092,3.0,"(28.6428775, 77.2943876)",3.0,1500.0,1
5.746203190540153,2.0,"(28.504959600000007, 77.20889869999998)",2.0,720.0,1
6.716594773520978,3.0,"(77.09795379638672, 28.667724609375)",3.0,1750.0,0
5.472270673671475,2.0,"(77.03317260742188, 28.63306427001953)",2.0,100.0,0
7.226936018493289,3.0,"(77.24923706054688, 28.537872314453125)",3.0,1800.0,0
6.214608098422191,2.0,"(28.6989703, 77.1387225)",2.0,900.0,1
7.3783837129967145,4.0,"(77.15332794189453, 28.5267276763916)",3.0,1950.0,0
6.333279628139691,1.0,"(77.16291809082031, 28.58595085144043)",1.0,,0
7.026426808699636,2.0,"(28.7161663, 77.1240672)",3.0,1300.0,1
6.2878585601617845,,"(77.1494911318021, 28.5265735632272)",1.0,,0
7.0909098220799835,,"(77.09200984, 28.53838483)",3.0,1850.0,0
5.783825182329737,1.0,"(28.6020268, 77.0977683)",3.0,700.0,1
5.616771097666572,,"(77.2029035, 28.514898)",1.0,,0
7.226936018493289,3.0,"(77.17430114746094, 28.64567756652832)",3.0,1800.0,0
7.226936018493289,3.0,"(77.15032196044922, 28.520870208740234)",3.0,1850.0,0
6.214608098422191,,"(77.304787, 28.5884566)",2.0,1200.0,0
7.719573989259581,4.0,"(28.63642, 77.2927538)",6.0,1600.0,1
6.163314804034641,2.0,"(77.09795379638672, 28.667724609375)",2.0,85.0,0
7.170888478512505,,"(77.180162, 28.518853999999997)",2.0,1320.0,0
6.214608098422191,1.0,"(77.25538635253909, 28.560501098632802)",2.0,56.0,0
7.537430036586509,3.0,"(28.578938300000004, 77.16505269999998)",3.0,2200.0,1
6.1092475827643655,1.0,"(77.21443939208984, 28.563003540039066)",1.0,,0
6.439350371100098,1.0,"(77.16432189941406, 28.65242958068848)",1.0,,0
5.616771097666572,2.0,"(28.4991256, 77.2382204)",2.0,295.0,1
5.3612921657094255,1.0,"(77.2901382446289, 28.6108455657959)",1.0,,0
5.3612921657094255,1.0,"(77.11637878417969, 28.630401611328125)",1.0,,0
5.236441962829949,1.0,"(28.5199221, 77.2304564)",2.0,550.0,1
4.8283137373023015,1.0,"(28.6192985, 77.0333266)",1.0,,0
6.621405651764134,,"(77.1279393094827, 28.724603167839106)",3.0,1400.0,0
6.7464121285733745,1.0,"(28.696493100000005, 77.13860140000001)",2.0,600.0,1
5.0106352940962555,1.0,"(28.5448686, 77.1281345)",,,1
6.214608098422191,,"(77.03491973876953, 28.599468231201172)",3.0,,0
4.927253685157205,1.0,"(28.6215892, 77.0551158)",1.0,,0
6.398594934535208,2.0,"(28.6295233, 77.3123396)",3.0,1250.0,1
6.214608098422191,2.0,"(77.06197357177734, 28.73381805419922)",2.0,100.0,0
5.521460917862246,1.0,"(28.5971368, 77.02779770000002)",1.0,,0
4.605170185988092,1.0,"(28.7104613, 77.1093179)",1.0,,1
6.439350371100098,2.0,"(77.1078109741211, 28.73408508300781)",3.0,850.0,0
6.621405651764134,3.0,"(28.621899, 77.08783849999998)",3.0,1200.0,0
5.991464547107982,1.0,"(28.5583464, 77.25308290000002)",2.0,495.0,1
7.468513271496337,3.0,"(77.19900512695312, 28.54878234863281)",3.0,1500.0,0
5.703782474656201,2.0,"(28.6192985, 77.0333266)",2.0,700.0,0
6.957497370876951,3.0,"(77.20977783203125, 28.53483009338379)",3.0,1200.0,0
6.0867747269123065,2.0,"(28.51025009155273, 77.1989974975586)",2.0,850.0,1
6.052089168924417,,"(77.0626083477789, 28.6387890974218)",2.0,960.0,0
6.90875477931522,3.0,"(28.7033188, 77.31951959999998)",3.0,1600.0,1
7.262628600974241,4.0,"(28.6989703, 77.1387225)",4.0,2250.0,1
6.85751406254539,3.0,"(28.7033188, 77.31951959999998)",3.0,1600.0,1
7.026426808699636,3.0,"(28.6989703, 77.1387225)",3.0,1600.0,1
6.90875477931522,3.0,"(77.2902086704709, 28.629475726540107)",3.0,1600.0,0
7.0909098220799835,3.0,"(28.6964967, 77.12504820000002)",3.0,2000.0,1
6.163314804034641,2.0,"(77.14778137207031, 28.70251655578613)",2.0,800.0,0
5.857933154483459,2.0,"(28.5921677, 77.0594146)",2.0,900.0,0
6.516193076042964,,"(77.06177750530891, 28.5964546398048)",3.0,1800.0,0
6.621405651764134,2.0,"(28.5570172, 77.2762863)",3.0,1200.0,1
6.263398262591624,2.0,"(77.19978332519531, 28.562070846557607)",2.0,800.0,0
7.3938782901077555,,"(28.5334761, 77.1995558)",3.0,2200.0,1
7.537430036586509,4.0,"(28.696493100000005, 77.13860140000001)",4.0,2700.0,1
7.438971592395862,3.0,"(28.69449389999999, 77.11471759999998)",3.0,1800.0,1
7.537430036586509,4.0,"(28.7010072, 77.1377306)",3.0,300.0,1
7.069874128458572,3.0,"(28.7120974, 77.14132590000001)",3.0,2200.0,1
7.026426808699636,3.0,"(28.6989703, 77.1387225)",4.0,2300.0,1
5.3612921657094255,1.0,"(28.512420654296875, 77.20538330078125)",1.0,,1
6.516193076042964,,"(77.124371, 28.7167857091429)",2.0,950.0,0
5.973809611869261,2.0,"(28.512420654296875, 77.20538330078125)",2.0,850.0,1
6.478509642208569,1.0,"(28.51025009155273, 77.1989974975586)",2.0,900.0,1
5.521460917862246,1.0,"(77.20977783203125, 28.53483009338379)",1.0,,0
6.439350371100098,1.0,"(77.25489807128906, 28.543664932250977)",1.0,,0
5.662960480135946,2.0,"(77.29749298095703, 28.592716217041016)",2.0,700.0,0
7.280008252884188,4.0,"(28.652740478515625, 77.30654907226562)",4.0,2200.0,1
6.309918278226516,,"(77.12626813396041, 28.7119893076867)",3.0,1200.0,0
7.62657020629066,4.0,"(77.12671661376953, 28.703636169433594)",4.0,2900.0,0
5.926926025970411,1.0,"(28.6417559, 77.1175945)",1.0,,1
4.8283137373023015,1.0,"(28.7479543, 77.10077489999998)",1.0,,1
7.601901959875166,3.0,"(77.2125473022461, 28.55669212341309)",3.0,1800.0,0
6.214608098422191,2.0,"(28.6893535, 77.29193520000003)",3.0,1300.0,1
6.163314804034641,1.0,"(77.17848205566406, 28.71766471862793)",2.0,100.0,0
6.439350371100098,2.0,"(77.24311828613281, 28.568878173828125)",2.0,990.0,0
7.537430036586509,3.0,"(28.5733536, 77.2326497)",3.0,1700.0,1
7.601901959875166,3.0,"(28.5733536, 77.2326497)",3.0,1800.0,1
6.052089168924417,2.0,"(77.09795379638672, 28.667724609375)",2.0,750.0,0
6.957497370876951,2.0,"(77.25572967529297, 28.558195114135746)",3.0,130.0,0
6.68586094706836,1.0,"(28.5502164, 77.2397968)",1.0,,1
6.214608098422191,2.0,"(28.708056899999995, 77.11795409999998)",2.0,550.0,1
7.313886831633462,3.0,"(28.522097100000003, 77.21015340000002)",3.0,1800.0,1
7.3938782901077555,3.0,"(28.5502164, 77.2397968)",3.0,208.0,1
5.823045895483019,1.0,"(77.25089263916016, 28.55734443664551)",1.0,,0
