areas,bathrooms,bedrooms,r$_pmo,coord,class,class_distance
82.0,2.0,3.0,2500,"(-12.8059674, -41.3322919)",0.0,
130.0,3.0,3.0,3401,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
52.0,1.0,2.0,1100,"(-22.90999110000001, -43.2406283)",0.0,"[(61.69458354354667, (42.89424685662345, 46.099187990580226))]"
82.0,1.0,2.0,2500,"(-22.9654545, -43.18084520000001)",0.0,"[(60.08730982397531, (41.77676146757314, 44.89820714112623))]"
64.0,1.0,2.0,1900,"(-22.8049732, -43.219866107721046)",0.0,"[(79.99287220454472, (55.53042779434618, 59.864276188168304))]"
119.0,2.0,3.0,2300,"(-22.925340300000002, -43.2197594)",1.0,0
90.0,3.0,2.0,2300,"(-22.924047, -43.23641660000001)",0.0,"[(58.232763224469906, (40.48735524943816, 43.51246000714085))]"
60.0,2.0,2.0,1400,"(-22.9454515, -43.33619829999999)",0.0,"[(41.54257975359294, (28.71077845713874, 31.22550208580384))]"
75.0,2.0,3.0,2500,"(-22.9665038, -43.371319299999996)",0.0,"[(34.31852276344253, (24.41275773002216, 25.035831554002485))]"
68.0,2.0,2.0,1400,"(-22.9079117, -43.2974949)",1.0,0
58.0,2.0,2.0,1600,"(-22.9548472, -43.3765899)",0.0,"[(34.371152677812084, (23.81103482822584, 25.77489669212802))]"
95.0,2.0,2.0,1700,"(-22.9144875, -43.2340037)",0.0,"[(62.193553511688016, (43.75385100204676, 45.91442170604884))]"
64.0,2.0,2.0,2200,"(-23.004933800000003, -43.3312167)",0.0,"[(35.60729471050389, (24.75659938819149, 26.606344972519246))]"
64.0,1.0,2.0,1600,"(-22.9258587, -43.3152522)",0.0,"[(47.727669430063074, (33.61052208605164, 35.19797720322859))]"
73.0,2.0,3.0,2400,"(-22.9665038, -43.371319299999996)",0.0,"[(34.31852276344253, (24.41275773002216, 25.035831554002485))]"
70.0,2.0,2.0,2600,"(-22.9358536, -43.1816344)",0.0,"[(66.70532544667755, (46.848425925570695, 49.33259796987944))]"
61.0,3.0,2.0,1400,"(-22.9258587, -43.3152522)",0.0,"[(47.727669430063074, (33.61052208605164, 35.19797720322859))]"
70.0,2.0,2.0,4500,"(-23.0089194, -43.307098499999995)",0.0,"[(38.237454967223606, (27.67925348263076, 27.34541011064478))]"
80.0,2.0,2.0,1900,"(-22.8132755, -43.2114737)",0.0,"[(79.00842536101051, (55.53042779434618, 58.38614591191724))]"
78.0,2.0,2.0,2000,"(-22.9729927, -43.3674395)",0.0,"[(34.32921104818364, (24.670638973649154, 24.75868212720541))]"
85.0,3.0,3.0,1700,"(-23.0177482, -43.4667998)",0.0,"[(14.71273635607626, (10.229289330537455, 10.993593929617328))]"
66.0,2.0,2.0,2000,"(-22.9065343, -43.22061420000001)",0.0,"[(64.6736769499743, (45.81690095106272, 47.392551982299906))]"
110.0,4.0,2.0,3700,"(-22.9393527, -43.1745967)",0.0,"[(66.56705797142322, (48.05187172916334, 47.762084551362676))]"
60.0,2.0,2.0,1100,"(-22.9308143, -43.371767)",1.0,0
60.0,2.0,2.0,1100,"(-22.91750395, -43.395577716649846)",0.0,"[(37.4618413100093, (26.04600560632646, 27.992092106504625))]"
66.0,3.0,2.0,900,"(-22.9014952, -43.3525042)",0.0,"[(45.99292184544469, (31.891313795205008, 34.45891206510305))]"
90.0,3.0,2.0,2200,"(-22.912447600000004, -43.2220924)",0.0,"[(63.687289207654686, (45.2151780492664, 46.561103701908685))]"
75.0,3.0,2.0,2050,"(-22.9275788, -43.24193629999999)",0.0,"[(57.925288480217475, (40.573315663980495, 42.958161153546705))]"
85.0,3.0,2.0,1850,"(-22.922655, -43.2302143)",0.0,"[(60.833651580002176, (41.77676146757314, 46.00680484831453))]"
47.0,2.0,2.0,1400,"(-22.8861097, -43.2879583)",0.0,"[(57.61458102463477, (40.0575531767265, 43.050544295812394))]"
50.0,2.0,2.0,1400,"(-22.92126780000001, -43.255565399999995)",0.0,"[(57.80165549759894, (40.48735524943816, 42.86577801128101))]"
57.0,2.0,2.0,1250,"(-22.94624115, -43.557178065955135)",0.0,"[(9.232256752730006, (7.220674821555851, 5.912521105004277))]"
90.0,3.0,3.0,1800,"(-23.0188373, -43.4620261)",0.0,"[(11.374552476966521, (7.908358137894503, 8.499249088443648))]"
58.0,2.0,2.0,1477,"(-22.924370800000002, -43.208937)",0.0,"[(63.67324672272324, (44.441534318385415, 47.392551982299906))]"
110.0,3.0,3.0,1200,"(-22.8946047, -43.3549007)",0.0,"[(46.61159375918784, (32.57899711154366, 34.643678349634435))]"
45.0,2.0,1.0,1600,"(-22.9913592, -43.2675329)",0.0,"[(45.19499580785061, (33.09475959879765, 31.872184081663683))]"
60.0,1.0,2.0,1100,"(-22.928988, -43.353419099999996)",1.0,0
380.0,3.0,4.0,15000,"(-22.9803652, -43.2139765)",0.0,"[(55.897345789287655, (37.994503227710545, 42.681011726749624))]"
70.0,2.0,1.0,1300,"(-22.9215236, -43.248205299999995)",0.0,"[(58.362816881046726, (41.175038565776816, 42.958161153546705))]"
316.0,6.0,3.0,22000,"(-23.0048388, -43.366279799999994)",0.0,"[(32.5163837113282, (22.6075890246332, 24.296766415876952))]"
154.0,3.0,3.0,3200,"(-22.9408899, -43.3422564)",1.0,0
278.0,5.0,4.0,13000,"(-23.0048388, -43.366279799999994)",0.0,"[(32.5163837113282, (22.6075890246332, 24.296766415876952))]"
64.0,1.0,2.0,2300,"(-22.977750399999998, -43.222481)",0.0,"[(53.80231145635213, (38.424305300422205, 39.07806917838764))]"
176.0,3.0,4.0,9000,"(-22.9434938, -43.1613911)",0.0,"[(67.93594561821754, (49.16935711821365, 48.593532831753905))]"
373.0,4.0,4.0,8000,"(-10.8040231, -37.1658336)",0.0,
50.0,,1.0,2800,"(-22.975583899999997, -43.193523600000006)",0.0,"[(58.35653063509501, (40.48735524943816, 43.69722629167224))]"
48.0,1.0,2.0,950,"(-22.939245899999996, -43.3212971)",0.0,"[(44.941888443964075, (31.289590893408686, 33.53508064244613))]"
88.0,1.0,2.0,3100,"(-22.9777288, -43.224804999999996)",0.0,"[(53.43154416567949, (38.16642405679521, 38.80091975159057))]"
70.0,1.0,2.0,2900,"(-22.9219495, -43.2345965)",0.0,"[(60.34268946682186, (41.260998980319144, 45.822038563783146))]"
70.0,1.0,1.0,3000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
80.0,1.0,2.0,1550,"(-22.9233439, -43.2640862)",0.0,"[(55.6385959229021, (38.33834488587987, 41.94194658862409))]"
89.0,2.0,2.0,1500,"(-22.8917275, -43.2826428)",0.0,"[(58.48643975544664, (41.260998980319144, 43.050544295812394))]"
100.0,2.0,3.0,2200,"(-22.9642979, -43.1771955)",0.0,"[(63.30185726311803, (44.011732245673755, 47.30016884003422))]"
40.0,1.0,2.0,1200,"(-22.9319478, -43.1969954)",0.0,"[(64.6623308981204, (44.78537597655474, 48.50114968948821))]"
55.0,1.0,2.0,1300,"(-22.9248493, -43.3596031)",0.0,"[(41.54478744939108, (28.538857628054075, 31.410268370335224))]"
125.0,2.0,3.0,4800,"(-23.014923800000002, -43.407209)",0.0,
61.0,1.0,2.0,800,"(-22.91750395, -43.395577716649846)",0.0,"[(37.4618413100093, (26.04600560632646, 27.992092106504625))]"
200.0,,3.0,7000,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
200.0,,4.0,8000,"(-22.953218300000003, -43.1695399)",0.0,"[(64.90960197694235, (44.9572968056394, 48.68591597401959))]"
70.0,1.0,3.0,850,"(-22.89857210000001, -43.2689279)",0.0,"[(58.72848026524693, (40.573315663980495, 44.159142003000696))]"
55.0,2.0,2.0,1100,"(-22.957320899999996, -43.3434716)",1.0,0
85.0,3.0,3.0,1890,"(-22.915698100000004, -43.2319433)",0.0,"[(62.378290495763544, (43.83981141658909, 46.099187990580226))]"
250.0,1.0,3.0,7900,"(-22.9766415, -43.188297)",0.0,"[(58.727829556514855, (41.003117736692154, 43.69722629167224))]"
22.0,1.0,1.0,780,"(-30.0342118, -51.2393593)",0.0,
110.0,1.0,3.0,1500,"(-22.980819399999998, -43.1910909)",0.0,"[(57.98667660954411, (40.573315663980495, 43.050544295812394))]"
58.0,1.0,2.0,1200,"(-22.9519909, -43.3872901)",1.0,0
70.0,2.0,1.0,2500,"(-22.9607745, -43.2028991)",0.0,"[(59.719600119183575, (41.08907815123448, 45.08297342565761))]"
291.0,,4.0,10000,"(-23.014923800000002, -43.407209)",0.0,
135.0,2.0,3.0,2000,"(-22.91525, -43.2102423)",0.0,"[(65.53022907142051, (45.129217634724064, 49.42498111214513))]"
90.0,2.0,2.0,8000,"(-22.9848957, -43.1952136)",0.0,"[(57.12123950311106, (39.97159276218417, 42.40386229995255))]"
150.0,,4.0,8500,"(-23.014923800000002, -43.407209)",0.0,
98.0,2.0,2.0,1900,"(-22.939630899999997, -43.182965)",0.0,"[(65.28952309076963, (46.160742609232045, 47.94685083589406))]"
50.0,1.0,2.0,700,"(-22.8735279, -43.30844550000001)",1.0,0
72.0,2.0,3.0,1500,"(-22.948937, -43.3408375)",0.0,"[(40.98664533438346, (28.28097638442708, 30.855969516741073))]"
70.0,2.0,2.0,1500,"(-22.9332164, -43.2381453)",0.0,"[(57.61458102463477, (40.0575531767265, 43.050544295812394))]"
269.0,2.0,3.0,10900,"(-22.9282465, -43.170790419174786)",0.0,"[(68.87093507453675, (48.481673801875, 50.81072824613051))]"
51.0,1.0,2.0,1850,"(-22.9243928, -43.373984899999996)",0.0,"[(38.821842149646606, (26.991570166292107, 29.008306671427235))]"
50.0,1.0,1.0,2500,"(-22.9719642, -43.1843432)",0.0,"[(60.34484264265825, (42.722326027538784, 44.251525145266385))]"
70.0,1.0,2.0,1300,"(-22.937072600000004, -43.3354416)",0.0,"[(43.646465177401836, (30.00018467527371, 32.980781788851985))]"
400.0,,4.0,40000,"(-22.98679, -43.2200859)",0.0,"[(51.39061323590786, (36.705097009575574, 37.3227894753395))]"
50.0,1.0,2.0,800,"(-22.9039197, -43.2733079)",0.0,"[(57.058518432925325, (39.79967193309951, 42.49624544221824))]"
545.0,7.0,4.0,15000,"(-22.9282465, -43.170790419174786)",0.0,"[(68.87093507453675, (48.481673801875, 50.81072824613051))]"
76.0,2.0,2.0,2350,"(-22.9674748, -43.18745360000001)",0.0,"[(60.46277000719815, (42.55040519845412, 44.621057714329154))]"
65.0,1.0,2.0,3100,"(-22.94665860000001, -43.161134600000004)",0.0,"[(65.8982225024256, (45.81690095106272, 49.24021482761375))]"
214.0,2.0,3.0,12000,"(-22.9839557, -43.202216299999996)",0.0,"[(56.50185306493152, (39.28390944584552, 42.219096015421165))]"
60.0,1.0,2.0,1375,"(-22.8887124, -43.268156299999994)",0.0,"[(60.582360220272136, (41.9486822966578, 45.45250599472038))]"
60.0,2.0,2.0,1300,"(-22.9183909, -43.3971464)",1.0,0
53.0,1.0,2.0,1100,"(-22.8508744, -43.317637100000006)",0.0,"[(58.78915970600549, (40.91715732214982, 43.88199257620362))]"
60.0,1.0,2.0,870,"(-22.93048030000001, -43.3555556)",0.0,"[(41.232799069472335, (28.71077845713874, 30.76358637447538))]"
76.0,2.0,3.0,3997,"(-22.9500463, -43.191054799999996)",0.0,"[(62.577628687320875, (44.52749473292774, 45.63727227925177))]"
70.0,3.0,2.0,3300,"(-22.944898100000003, -43.1608852)",0.0,"[(67.81771478964258, (49.16935711821365, 48.40876654722252))]"
147.0,3.0,3.0,4600,"(-22.9393527, -43.1745967)",0.0,"[(66.56705797142322, (48.05187172916334, 47.762084551362676))]"
42.0,1.0,1.0,1000,"(-22.5144471, -43.1816234)",0.0,
66.0,1.0,2.0,1200,"(-22.8831743, -43.320918)",0.0,"[(53.34915966164674, (37.134899082287234, 39.817134316513176))]"
85.0,2.0,2.0,1400,"(-22.9201766, -43.2558029)",0.0,"[(57.80165549759894, (40.48735524943816, 42.86577801128101))]"
40.0,1.0,2.0,1100,"(-22.8223955, -43.17498)",0.0,"[(83.8255974749106, (58.36712147424313, 62.54338731387337))]"
30.0,1.0,1.0,1500,"(-8.8897464, -36.4941119)",0.0,
77.0,1.0,3.0,950,"(-22.9099206, -43.2739525)",0.0,"[(56.254580184997465, (39.111988616760854, 42.03432973088978))]"
163.0,,3.0,3800,"(-22.9855992, -43.1969718)",0.0,"[(56.75033805388127, (39.713711518557176, 42.126712873155476))]"
40.0,1.0,1.0,1400,"(-20.4640173, -54.61629470000001)",0.0,
65.0,2.0,1.0,3000,"(-27.5660564, -53.9719817)",0.0,
80.0,3.0,2.0,3500,"(-22.962171899999998, -43.1737305)",0.0,"[(63.672766583019104, (44.26961348930075, 47.57731826683129))]"
200.0,,3.0,11500,"(-22.9821776, -43.2133851)",0.0,"[(57.24367170473368, (39.79967193309951, 42.77339486901532))]"
65.0,2.0,2.0,1200,"(-23.0063466, -43.4358159)",0.0,"[(18.23501274789193, (13.667705912230717, 12.471724205868398))]"
49.0,1.0,2.0,700,"(-22.8973512, -43.5483958)",0.0,"[(18.421829555087083, (12.808101766807402, 13.765088197588083))]"
90.0,2.0,3.0,5500,"(-22.981271300000003, -43.2004164)",0.0,"[(56.74966466317987, (39.28390944584552, 42.588628584483935))]"
176.0,3.0,3.0,2700,"(-23.020309100000002, -43.453873)",0.0,
52.0,1.0,1.0,1400,"(-22.9163901, -43.2221112)",0.0,"[(63.0623414865836, (43.15212810025044, 47.854467693628365))]"
80.0,3.0,2.0,2100,"(-22.9513701, -43.1842679)",0.0,"[(61.94185642348073, (43.06616768570811, 46.283954275111604))]"
58.0,2.0,2.0,1200,"(-22.963252, -43.39719960000001)",0.0,"[(30.229172780686003, (21.06030156287123, 22.541486712828807))]"
70.0,2.0,3.0,1900,"(-22.8435065, -43.3100585)",0.0,"[(59.96367338400829, (41.6908010530308, 44.80582399886054))]"
45.0,1.0,2.0,1200,"(-22.8529785, -43.314350399999995)",0.0,"[(58.60419421479159, (40.573315663980495, 43.97437571846931))]"
72.0,2.0,2.0,1200,"(-22.9333806, -43.3347821)",0.0,"[(42.65457178862445, (29.656343017104387, 31.872184081663683))]"
50.0,1.0,1.0,2400,"(-30.0342118, -51.2393593)",0.0,
80.0,1.0,2.0,1400,"(-22.915698100000004, -43.2319433)",0.0,"[(62.378290495763544, (43.83981141658909, 46.099187990580226))]"
50.0,2.0,2.0,1550,"(-22.924370800000002, -43.208937)",0.0,"[(63.67324672272324, (44.441534318385415, 47.392551982299906))]"
90.0,2.0,2.0,1700,"(-23.0197394, -43.4600439)",0.0,
70.0,2.0,2.0,2000,"(-22.9732812, -43.379219299999995)",0.0,"[(31.321285684775425, (22.865470268260193, 22.17195414376604))]"
77.0,3.0,3.0,2100,"(-22.9408899, -43.3422564)",1.0,0
55.0,3.0,2.0,2000,"(-22.9205272, -43.2382218)",0.0,"[(58.60367254437098, (40.74523649306516, 43.789609433937926))]"
115.0,3.0,3.0,2300,"(-22.917662399999998, -43.24595770000001)",0.0,"[(59.22817819111903, (41.77676146757314, 43.60484314940654))]"
75.0,3.0,2.0,1700,"(-23.017635000000002, -43.453629)",0.0,
47.0,1.0,2.0,1110,"(-22.826610600000002, -43.3112119)",0.0,"[(63.17870472125858, (44.09769266021609, 47.023019413237144))]"
100.0,2.0,3.0,5000,"(-23.004016800000002, -43.3247702)",0.0,"[(36.843659110174166, (25.616203533614804, 27.530176395176166))]"
89.0,2.0,2.0,1800,"(-22.912032, -43.226347)",0.0,"[(63.06052350108717, (44.441534318385415, 46.46872055964299))]"
77.0,3.0,2.0,3800,"(-22.9628006, -43.2070138)",0.0,"[(59.165494621018425, (40.573315663980495, 44.80582399886054))]"
118.0,3.0,3.0,2000,"(-23.0217033, -43.4559279)",0.0,"[(11.632671366437917, (8.939883112402482, 7.667800808052422))]"
55.0,1.0,2.0,1300,"(-22.9301996, -43.3938251)",0.0,"[(35.61266047114244, (24.32679731547983, 27.068260683847708))]"
83.0,1.0,2.0,3000,"(-22.924047, -43.23641660000001)",0.0,"[(58.232763224469906, (40.48735524943816, 43.51246000714085))]"
57.0,2.0,2.0,1300,"(-22.9548472, -43.3765899)",0.0,"[(34.371152677812084, (23.81103482822584, 25.77489669212802))]"
63.0,2.0,3.0,1000,"(-22.9070087, -43.30183140000001)",0.0,"[(52.54563244042058, (36.61913659503324, 39.17045232065334))]"
65.0,1.0,2.0,800,"(-22.9074238, -43.2770935)",0.0,"[(56.007853158650526, (38.76814695859153, 42.03432973088978))]"
80.0,1.0,2.0,1200,"(-22.909681399999997, -43.275863)",1.0,0
159.0,4.0,3.0,3100,"(-23.0134205, -43.3075028)",0.0,"[(37.94299411539268, (27.67925348263076, 26.883494399316323))]"
65.0,3.0,2.0,2100,"(-22.9408899, -43.3422564)",1.0,0
70.0,2.0,2.0,2100,"(-22.824164399999997, -43.1736703)",0.0,"[(83.83134144274959, (58.96884437603945, 61.896705318013524))]"
60.0,1.0,2.0,1400,"(-22.9454515, -43.33619829999999)",0.0,"[(41.54257975359294, (28.71077845713874, 31.22550208580384))]"
97.0,2.0,3.0,3000,"(-22.9838087, -43.1952591)",0.0,"[(56.99760567531946, (39.88563234764184, 42.31147915768686))]"
90.0,2.0,3.0,2000,"(-22.93048030000001, -43.3555556)",0.0,"[(41.232799069472335, (28.71077845713874, 30.76358637447538))]"
120.0,3.0,3.0,4800,"(-22.9670372, -43.2180521)",0.0,"[(55.08783878315266, (38.94006778767619, 40.46381631237302))]"
69.0,1.0,2.0,1650,"(-22.970773, -43.3975035)",0.0,"[(29.796382032053604, (20.716459904701903, 22.264337286031733))]"
88.0,3.0,3.0,1750,"(-23.014309, -43.45027260000001)",0.0,
250.0,5.0,5.0,10000,"(-22.9506298, -43.192821)",0.0,"[(62.330425589490474, (44.35557390384308, 45.45250599472038))]"
152.0,,1.0,12000,"(-22.983556, -43.22493770000001)",0.0,"[(51.18548614634934, (35.587611620525266, 38.246620897996415))]"
36.0,1.0,1.0,1300,"(-22.9332164, -43.2381453)",0.0,"[(57.61458102463477, (40.0575531767265, 43.050544295812394))]"
81.0,3.0,3.0,2200,"(-23.015578899999998, -43.4480826)",0.0,"[(16.053942979081786, (11.948497621384085, 11.08597707188302))]"
30.0,1.0,1.0,1250,"(-22.9248707, -43.1767511)",0.0,"[(68.68029279005711, (47.879950900078676, 51.18026081519327))]"
70.0,2.0,2.0,1150,"(-22.9294089, -43.3756395)",0.0,"[(38.328094035929816, (26.47580767903812, 28.82354038689585))]"
107.0,,3.0,3900,"(-22.9814243, -43.2383245)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
60.0,,2.0,900,"(-22.865189899999997, -43.2527453)",0.0,"[(65.71349476954542, (45.90286136560505, 48.87068225855098))]"
170.0,3.0,4.0,6500,"(-23.014923800000002, -43.407209)",0.0,
70.0,1.0,2.0,1000,"(-22.8919912, -43.27960820000001)",0.0,"[(58.122278109053866, (41.260998980319144, 42.49624544221824))]"
50.0,1.0,1.0,1700,"(-22.962703899999998, -43.1767378)",0.0,"[(63.54913014305208, (44.18365307475842, 47.4849351245656))]"
65.0,2.0,2.0,1190,"(-22.928988, -43.3534191)",1.0,0
50.0,1.0,1.0,900,"(-22.9146714, -43.3938806)",1.0,0
160.0,3.0,3.0,7000,"(-22.98679, -43.2200859)",0.0,"[(51.39061323590786, (36.705097009575574, 37.3227894753395))]"
60.0,1.0,1.0,2600,"(-22.9322135, -43.177597799999994)",0.0,"[(67.2623141292743, (47.278227998282354, 49.70213053894221))]"
58.0,,2.0,1100,"(-22.9997404, -43.3659929)",0.0,"[(33.75274811099848, (23.467193170056515, 25.22059783853387))]"
90.0,2.0,2.0,1300,"(-22.9396582, -43.3369363)",0.0,"[(42.03638958878932, (29.226540944392728, 31.410268370335224))]"
75.0,2.0,2.0,2200,"(-22.9163901, -43.2221112)",0.0,"[(63.0623414865836, (43.15212810025044, 47.854467693628365))]"
80.0,1.0,2.0,2000,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
56.0,1.0,2.0,960,"(-22.902391199999997, -43.258096)",0.0,"[(59.59276406410721, (41.432919809403806, 44.528674572063466))]"
45.0,1.0,1.0,1800,"(-22.925157100000003, -43.23006760000001)",0.0,"[(60.4593568918209, (41.77676146757314, 45.45250599472038))]"
60.0,1.0,2.0,1250,"(-23.005536, -43.428404)",0.0,"[(19.26547742141726, (14.699230886738695, 12.841256774931164))]"
78.0,2.0,2.0,1600,"(-22.9315642, -43.2425412)",0.0,"[(57.24367170473368, (39.79967193309951, 42.77339486901532))]"
171.0,,4.0,2650,"(-23.0066417, -43.4845412)",0.0,
664.0,,5.0,19000,"(-23.014923800000002, -43.407209)",0.0,
73.0,2.0,2.0,2600,"(-22.9323641, -43.1821872)",0.0,"[(66.88834241347945, (46.76246551102837, 49.70213053894221))]"
40.0,1.0,1.0,650,"(-22.8966961, -43.3055126)",0.0,"[(53.53514957168379, (37.0489386677449, 40.186666885575946))]"
340.0,1.0,3.0,22000,"(-22.9862375, -43.209178200000004)",0.0,"[(52.34554281628704, (37.90854281316822, 37.415172617605194))]"
220.0,3.0,3.0,19900,"(-22.9877577, -43.2286995)",0.0,"[(50.56730394651421, (35.157809547813606, 37.784705186667956))]"
90.0,2.0,3.0,3300,"(-22.983158399999997, -43.2050161)",0.0,"[(52.92137908201368, (38.59622612950687, 37.50755575987088))]"
55.0,1.0,1.0,2989,"(-22.9913592, -43.2675329)",0.0,"[(45.19499580785061, (33.09475959879765, 31.872184081663683))]"
70.0,1.0,3.0,900,"(-22.8936484, -43.2761179)",0.0,"[(58.37224498063535, (41.51888022394614, 42.588628584483935))]"
70.0,1.0,2.0,1000,"(-22.9149224, -43.3681271)",0.0,"[(41.357544201794695, (28.968659700765734, 30.671203232209688))]"
50.0,1.0,2.0,800,"(-22.9058008, -43.310105799999995)",0.0,"[(51.371870674839315, (35.93145327869459, 38.154237755730726))]"
125.0,2.0,3.0,4500,"(-22.97579330000001, -43.1912304)",0.0,"[(58.54188696335408, (40.65927607852282, 43.789609433937926))]"
54.0,1.0,2.0,1100,"(-22.844502600000002, -43.299915999999996)",0.0,"[(62.43689183069604, (43.23808851479277, 46.83825312870576))]"
130.0,3.0,3.0,2500,"(-22.9857245, -43.19650410000001)",0.0,"[(56.75033805388127, (39.713711518557176, 42.126712873155476))]"
82.0,2.0,2.0,3500,"(-22.9685405, -43.18852639999999)",0.0,"[(60.21411960023617, (42.292523954827125, 44.528674572063466))]"
40.0,1.0,1.0,1000,"(-22.817306600000002, -43.1782974)",0.0,"[(84.07287008667652, (58.53904230332779, 62.72815359840475))]"
135.0,3.0,3.0,4900,"(-22.9767729, -43.1973679)",0.0,"[(57.552796004544994, (39.97159276218417, 43.050544295812394))]"
60.0,1.0,2.0,800,"(-22.9183909, -43.3971464)",1.0,0
74.0,2.0,2.0,1200,"(-22.9279379, -43.236188)",0.0,"[(59.84322994872867, (41.175038565776816, 45.1753565679233))]"
65.0,,2.0,1950,"(-22.930774600000003, -43.1868679)",0.0,"[(66.64004114222777, (46.33266343831671, 49.794513681207896))]"
65.0,1.0,2.0,1600,"(-22.929084500000002, -43.25348579999999)",0.0,"[(56.3783521910734, (39.111988616760854, 42.219096015421165))]"
75.0,2.0,2.0,1050,"(-22.9665038, -43.371319299999996)",0.0,"[(34.31852276344253, (24.41275773002216, 25.035831554002485))]"
67.0,1.0,1.0,1900,"(-23.014923800000002, -43.407209)",0.0,
250.0,3.0,4.0,10000,"(-22.9434938, -43.1613911)",0.0,"[(67.93594561821754, (49.16935711821365, 48.593532831753905))]"
83.0,2.0,2.0,1100,"(-22.928988, -43.3534191)",1.0,0
75.0,,2.0,3000,"(-22.955022800000002, -43.1998851)",0.0,"[(60.46441329033203, (41.432919809403806, 45.822038563783146))]"
48.0,1.0,2.0,1200,"(-22.964776399999998, -43.40202539999999)",0.0,"[(30.538200671855765, (21.232222391955894, 22.818636139625884))]"
90.0,2.0,3.0,2100,"(-22.8110599, -43.1956299)",0.0,"[(83.20732409780943, (57.85135898698913, 62.173854744810605))]"
91.0,3.0,3.0,2400,"(-22.9729585, -43.3822057)",0.0,"[(31.062532951764982, (22.52162861009087, 22.17195414376604))]"
110.0,3.0,3.0,4000,"(-22.9535105, -43.181536799999996)",0.0,"[(61.8182199835137, (42.980207271165774, 46.191571132845915))]"
