,areas,bathrooms,bedrooms,r$_pmo,coord,class,class_distance,lat,long
32,70.0,2.0,2.0,2000,"(-22.9190092, -43.2373143)",0.0,60.34990863571124,-22.9190092,-43.2373143
33,55.0,2.0,2.0,1700,"(-22.928988, -43.3534191)",1.0,0.0,-22.928988,-43.3534191
34,105.0,3.0,2.0,2000,"(-22.8264095, -43.1726886)",0.0,83.70415262640068,-22.8264095,-43.1726886
35,61.0,2.0,2.0,1800,"(-22.7604893, -43.4560811)",0.0,0.0,-22.7604893,-43.4560811
36,70.0,2.0,2.0,1800,"(-23.0217111, -43.486967799999995)",0.0,8.857496111725073,-23.0217111,-43.486967799999995
37,86.0,2.0,2.0,12000,"(-22.9855992, -43.1969718)",0.0,56.75033805388127,-22.9855992,-43.1969718
38,101.0,,3.0,3400,"(-22.9770236, -43.230294)",0.0,51.43275902628339,-22.9770236,-43.230294
39,50.0,1.0,1.0,1100,"(-22.8979639, -43.2504148)",0.0,61.585965361562835,-22.8979639,-43.2504148
40,36.0,1.0,1.0,2350000,"(-22.981271300000003, -43.2004164)",0.0,56.74966466317987,-22.981271300000003,-43.2004164
41,70.0,2.0,2.0,1500,"(-22.9166361, -43.2097521)",0.0,63.672766583019104,-22.9166361,-43.2097521
42,140.0,1.0,3.0,3300,"(-22.9636043, -43.1696615)",0.0,63.92051774526424,-22.9636043,-43.1696615
43,200.0,6.0,4.0,11000,"(-22.9840518, -43.221537899999994)",0.0,51.57433000782678,-22.9840518,-43.221537899999994
44,280.0,2.0,4.0,7000,"(-22.9387029, -43.17358170000001)",0.0,66.80945316356322,-22.9387029,-43.17358170000001
45,81.0,3.0,3.0,2200,"(-23.002106100000002, -43.39327614523657)",0.0,28.09894812353894,-23.002106100000002,-43.39327614523657
46,82.0,1.0,2.0,1500,"(-22.9344154, -43.2100703)",0.0,62.06992588425607,-22.9344154,-43.2100703
47,58.0,2.0,2.0,950,"(-22.8326425, -43.2842228)",0.0,65.77644523076916,-22.8326425,-43.2842228
48,120.0,,2.0,10500,"(-22.9798663, -43.222772799999994)",0.0,53.44312935674017,-22.9798663,-43.222772799999994
49,143.0,3.0,3.0,5000,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
50,66.0,1.0,1.0,1500,"(-22.9247841, -43.2096901)",0.0,63.549250411848746,-22.9247841,-43.2096901
51,250.0,3.0,3.0,7000,"(-22.9387029, -43.17358170000001)",0.0,66.80945316356322,-22.9387029,-43.17358170000001
52,52.0,1.0,1.0,1400,"(-22.917009, -43.25892879999999)",0.0,57.861853904568825,-22.917009,-43.25892879999999
53,180.0,3.0,4.0,12850,"(-22.9839557, -43.202216299999996)",0.0,56.50185306493152,-22.9839557,-43.202216299999996
54,161.0,2.0,3.0,4500,"(-23.0011303, -43.3608268)",0.0,33.13456591116334,-23.0011303,-43.3608268
55,65.0,,1.0,2350,"(-23.0015257, -43.395351700000006)",0.0,27.853070087341973,-23.0015257,-43.395351700000006
56,44.0,,1.0,2000,"(-22.928182500000002, -43.1748537)",0.0,68.25134636576706,-22.928182500000002,-43.1748537
57,30.0,1.0,1.0,1200,"(-22.9674748, -43.18745360000001)",0.0,60.46277000719815,-22.9674748,-43.18745360000001
58,76.0,2.0,2.0,1700,"(-23.0255504, -43.49052620000001)",0.0,6.628689064781376,-23.0255504,-43.49052620000001
59,133.0,2.0,3.0,3500,"(-22.9986176, -43.2529098)",0.0,47.60002938730555,-22.9986176,-43.2529098
60,75.0,2.0,2.0,4400,"(-22.9770236, -43.230294)",0.0,51.43275902628339,-22.9770236,-43.230294
61,169.0,2.0,2.0,850,"(-23.0018092, -43.6260636)",0.0,8.451706010121109,-23.0018092,-43.6260636
62,70.0,1.0,3.0,1600,"(-23.0063466, -43.4358159)",0.0,18.23501274789193,-23.0063466,-43.4358159
63,52.0,1.0,2.0,850,"(-22.8878289, -43.4440807)",0.0,34.49656082929182,-22.8878289,-43.4440807
64,200.0,3.0,3.0,2500,"(-22.9182569, -43.3964923)",0.0,36.967295550141195,-22.9182569,-43.3964923
65,54.0,1.0,2.0,1200,"(-22.8142113, -43.1951416)",0.0,83.45459697774349,-22.8142113,-43.1951416
66,87.0,2.0,3.0,1800,"(-22.9966799, -43.4249176)",0.0,19.65722194613571,-22.9966799,-43.4249176
67,80.0,1.0,2.0,1000,"(-22.877274300000003, -43.4301032)",0.0,38.0832347105509,-22.877274300000003,-43.4301032
68,91.0,2.0,2.0,4900,"(-23.0143229, -43.2972041)",0.0,37.48713131900061,-23.0143229,-43.2972041
69,85.0,1.0,2.0,1200,"(-22.9166067, -43.3698172)",0.0,40.985899427600536,-22.9166067,-43.3698172
70,152.0,3.0,4.0,6000,"(-22.9864374, -43.20719879999999)",0.0,52.350944915974395,-22.9864374,-43.20719879999999
71,35.0,1.0,1.0,850,"(-22.870264399999996, -43.251275899999996)",0.0,65.52917936636514,-22.870264399999996,-43.251275899999996
72,150.0,3.0,3.0,12000,"(-22.984189699999998, -43.2223282)",0.0,51.51093829358693,-22.984189699999998,-43.2223282
73,78.0,2.0,2.0,1000,"(-22.8887124, -43.268156299999994)",0.0,60.582360220272136,-22.8887124,-43.268156299999994
74,80.0,2.0,2.0,3500,"(-22.9805083, -43.213479299999996)",0.0,55.95781721705208,-22.9805083,-43.213479299999996
75,212.0,4.0,4.0,9000,"(-22.9862574, -43.1922967)",0.0,57.00122607356774,-22.9862574,-43.1922967
76,120.0,2.0,2.0,8000,"(-22.9805083, -43.213479299999996)",0.0,55.95781721705208,-22.9805083,-43.213479299999996
77,113.0,2.0,3.0,4000,"(-22.9662234, -43.382768799999994)",0.0,31.92718061388498,-22.9662234,-43.382768799999994
78,72.0,2.0,2.0,3000,"(-22.9732812, -43.379219299999995)",0.0,31.321285684775425,-22.9732812,-43.379219299999995
79,77.0,2.0,2.0,2700,"(-22.988339899999996, -43.3529408)",0.0,34.7418396307347,-22.988339899999996,-43.3529408
80,205.0,4.0,4.0,13000,"(-22.9840518, -43.221537899999994)",0.0,51.57433000782678,-22.9840518,-43.221537899999994
81,63.0,2.0,2.0,1100,"(-22.841664, -43.2644477)",0.0,67.89847184781554,-22.841664,-43.2644477
82,79.0,2.0,2.0,790,"(-22.9137898, -43.2662065)",1.0,0.0,-22.9137898,-43.2662065
83,144.0,3.0,3.0,2800,"(-23.0185151, -43.4634021)",0.0,11.374552476966521,-23.0185151,-43.4634021
84,26.0,1.0,1.0,700,"(-22.8147968, -43.3181717)",0.0,64.60361873321543,-22.8147968,-43.3181717
85,59.0,2.0,2.0,1100,"(-22.9248493, -43.3596031)",0.0,41.54478744939108,-22.9248493,-43.3596031
86,60.0,,2.0,1000,"(-22.849624300000002, -43.3354635)",0.0,56.007443768958936,-22.849624300000002,-43.3354635
87,176.0,2.0,3.0,2900,"(-22.937072600000004, -43.3354416)",0.0,43.646465177401836,-22.937072600000004,-43.3354416
88,108.0,3.0,3.0,2500,"(-22.907383199999998, -43.2876155)",0.0,54.152760705558,-22.907383199999998,-43.2876155
89,450.0,3.0,3.0,15000,"(-22.984338600000005, -43.2328045)",0.0,50.32003106658015,-22.984338600000005,-43.2328045
90,52.0,1.0,2.0,1900,"(-22.969034100000002, -43.187025899999995)",0.0,60.21551581522582,-22.969034100000002,-43.187025899999995
91,80.0,2.0,1.0,600,"(-22.8953827, -43.115416700000004)",0.0,0.0,-22.8953827,-43.115416700000004
92,70.0,2.0,2.0,1200,"(-22.917662399999998, -43.24595770000001)",0.0,59.22817819111903,-22.917662399999998,-43.24595770000001
93,90.0,2.0,2.0,1600,"(-22.92292, -43.24442370000001)",0.0,57.861853904568825,-22.92292,-43.24442370000001
94,280.0,3.0,4.0,14000,"(-22.9843423, -43.2007642)",0.0,56.50185306493152,-22.9843423,-43.2007642
95,95.0,,2.0,2800,"(-22.9323641, -43.1821872)",0.0,66.88834241347945,-22.9323641,-43.1821872
96,61.0,1.0,2.0,850,"(-22.905018300000002, -43.2907075)",0.0,54.15403092805757,-22.905018300000002,-43.2907075
97,450.0,7.0,4.0,18000,"(-22.9997388, -43.2684256)",0.0,45.869119227767165,-22.9997388,-43.2684256
98,680.0,5.0,4.0,27000,"(-22.9766415, -43.188297)",0.0,58.727829556514855,-22.9766415,-43.188297
99,235.0,,3.0,17000,"(-22.9282465, -43.170790419174786)",0.0,68.87093507453675,-22.9282465,-43.170790419174786
100,166.0,2.0,3.0,7500,"(-22.9821776, -43.2133851)",0.0,57.24367170473368,-22.9821776,-43.2133851
101,117.0,1.0,2.0,3000,"(-22.9663701, -43.1901344)",0.0,60.33508940850283,-22.9663701,-43.1901344
102,350.0,,4.0,10000,"(-22.9318016, -43.1823899)",0.0,66.88834241347945,-22.9318016,-43.1823899
103,50.0,1.0,1.0,1300,"(-22.9095503, -43.185598999999996)",0.0,69.3710612368689,-22.9095503,-43.185598999999996
104,70.0,1.0,2.0,1400,"(-22.928988, -43.353419099999996)",1.0,0.0,-22.928988,-43.353419099999996
105,64.0,1.0,2.0,2200,"(-23.004933800000003, -43.3312167)",0.0,35.60729471050389,-23.004933800000003,-43.3312167
106,130.0,3.0,2.0,5000,"(-22.985511, -43.19287620000001)",0.0,56.999751124262055,-22.985511,-43.19287620000001
107,64.0,,2.0,1000,"(-22.88537, -43.352706500000004)",0.0,48.280069383433194,-22.88537,-43.352706500000004
108,69.0,1.0,2.0,1500,"(-22.93425310000001, -43.351368900000004)",0.0,41.41894551037688,-22.93425310000001,-43.351368900000004
109,82.0,3.0,2.0,2500,"(-22.9920076, -43.4023471)",0.0,22.39850787458009,-22.9920076,-43.4023471
110,65.0,2.0,2.0,650,"(-22.9014952, -43.3525042)",0.0,45.99292184544469,-22.9014952,-43.3525042
111,94.0,4.0,2.0,2800,"(-22.9130141, -43.216724799999994)",0.0,63.49239802857828,-22.9130141,-43.216724799999994
112,60.0,2.0,2.0,1300,"(-22.9665038, -43.371319299999996)",0.0,34.31852276344253,-22.9665038,-43.371319299999996
113,60.0,2.0,1.0,1950,"(-22.9219495, -43.2345965)",0.0,60.34268946682186,-22.9219495,-43.2345965
114,70.0,2.0,2.0,800,"(-22.8355116, -43.3182064)",0.0,60.833651580002176,-22.8355116,-43.3182064
115,78.0,2.0,2.0,2600,"(-22.9757782, -43.373473)",0.0,31.86128089699957,-22.9757782,-43.373473
116,65.0,,2.0,1390,"(-22.892945, -43.2891639)",0.0,56.935419608134545,-22.892945,-43.2891639
117,70.0,2.0,2.0,900,"(-22.8974155, -43.30709210000001)",0.0,53.28859647785643,-22.8974155,-43.30709210000001
118,84.0,2.0,2.0,1400,"(-22.9396582, -43.3369363)",0.0,42.03638958878932,-22.9396582,-43.3369363
119,70.0,2.0,2.0,1590,"(-22.9451467, -43.3374151)",0.0,41.66841515519541,-22.9451467,-43.3374151
120,70.0,2.0,2.0,2300,"(-22.970812600000002, -43.3943784)",0.0,30.11315182890678,-22.970812600000002,-43.3943784
121,54.0,2.0,2.0,1600,"(-22.8947555, -43.2215672)",0.0,66.27478287388054,-22.8947555,-43.2215672
122,92.0,3.0,2.0,2600,"(-23.0048388, -43.366279799999994)",0.0,32.5163837113282,-23.0048388,-43.366279799999994
123,71.0,2.0,2.0,1700,"(-22.9264873, -43.2362387)",0.0,60.340789541983774,-22.9264873,-43.2362387
124,134.0,4.0,4.0,6500,"(-22.9790043, -43.21843320000001)",0.0,54.18450733487538,-22.9790043,-43.21843320000001
125,150.0,2.0,3.0,4000,"(-22.983158399999997, -43.2050161)",0.0,52.92137908201368,-22.983158399999997,-43.2050161
126,92.0,2.0,3.0,1700,"(-22.8128362, -43.2007792)",0.0,82.71277833794133,-22.8128362,-43.2007792
127,51.0,2.0,2.0,1300,"(-22.978555800000002, -43.4178749)",0.0,28.189108312482247,-22.978555800000002,-43.4178749
128,70.0,2.0,2.0,1500,"(-22.8306464, -43.3137382)",0.0,62.74795987311863,-22.8306464,-43.3137382
129,72.0,,2.0,2100,"(-22.9997404, -43.3659929)",0.0,33.75274811099848,-22.9997404,-43.3659929
130,50.0,1.0,1.0,2000,"(-22.9535105, -43.181536799999996)",0.0,61.8182199835137,-22.9535105,-43.181536799999996
131,120.0,3.0,3.0,4500,"(-27.5660564, -53.9719817)",0.0,0.0,-27.5660564,-53.9719817
132,80.0,1.0,1.0,3300,"(-23.0048388, -43.366279799999994)",0.0,32.5163837113282,-23.0048388,-43.366279799999994
133,56.0,2.0,2.0,1600,"(-22.927716699999998, -43.359089600000004)",0.0,41.29531128031468,-22.927716699999998,-43.359089600000004
134,50.0,1.0,1.0,1700,"(-22.98939660000001, -43.2304766)",0.0,50.32003106658015,-22.98939660000001,-43.2304766
135,60.0,1.0,2.0,800,"(-22.896601399999998, -43.3447441)",0.0,47.849857991024344,-22.896601399999998,-43.3447441
136,65.0,2.0,2.0,2300,"(-23.0048388, -43.366279799999994)",0.0,32.5163837113282,-23.0048388,-43.366279799999994
137,86.0,2.0,2.0,3600,"(-22.943613199999998, -43.185880499999996)",0.0,64.32529627233549,-22.943613199999998,-43.185880499999996
138,80.0,4.0,2.0,3000,"(-22.9332703, -43.237241)",0.0,57.738217464601796,-22.9332703,-43.237241
139,100.0,2.0,3.0,3100,"(-22.912447600000004, -43.2220924)",0.0,63.687289207654686,-22.912447600000004,-43.2220924
140,78.0,2.0,3.0,1800,"(-22.9709611, -43.395351399999996)",0.0,29.98954704554505,-22.9709611,-43.395351399999996
141,100.0,1.0,2.0,1400,"(-22.920916300000002, -43.2629986)",0.0,55.82352985844293,-22.920916300000002,-43.2629986
142,72.0,1.0,2.0,1350,"(-22.912677600000002, -43.23876679999999)",0.0,62.06549286344776,-22.912677600000002,-43.23876679999999
143,210.0,1.0,4.0,4500,"(-23.0132586, -43.29810850000001)",0.0,37.476323968016764,-23.0132586,-43.29810850000001
144,280.0,2.0,4.0,10000,"(-22.9641329, -43.2028646)",0.0,59.28628358231832,-22.9641329,-43.2028646
145,41.0,1.0,1.0,1850,"(-22.968132699999998, -43.1830609)",0.0,59.71640050407423,-22.968132699999998,-43.1830609
146,60.0,2.0,2.0,1400,"(-22.9130141, -43.216724799999994)",0.0,63.49239802857828,-22.9130141,-43.216724799999994
147,65.0,2.0,1.0,1000,"(-22.928988, -43.3534191)",1.0,0.0,-22.928988,-43.3534191
148,82.0,2.0,3.0,1200,"(-22.907383199999998, -43.2876155)",0.0,54.152760705558,-22.907383199999998,-43.2876155
149,57.0,2.0,1.0,850,"(-22.8472129, -43.340518599999996)",0.0,55.76496869887016,-22.8472129,-43.340518599999996
150,103.0,1.0,3.0,3200,"(-22.975583899999997, -43.193523600000006)",0.0,58.35653063509501,-22.975583899999997,-43.193523600000006
151,55.0,2.0,2.0,2900,"(-22.9838087, -43.1952591)",0.0,56.99760567531946,-22.9838087,-43.1952591
152,48.0,1.0,2.0,850,"(-22.889453200000002, -43.2898959)",1.0,0.0,-22.889453200000002,-43.2898959
153,45.0,1.0,1.0,700,"(-22.8698509, -43.2674381)",0.0,63.05470559526351,-22.8698509,-43.2674381
154,84.0,1.0,2.0,1600,"(-22.923590700000002, -43.2617675)",0.0,55.76058269932948,-22.923590700000002,-43.2617675
155,105.0,1.0,3.0,3700,"(-22.9600532, -43.208837)",0.0,58.40876449224536,-22.9600532,-43.208837
156,208.0,5.0,4.0,3900,"(-22.9393527, -43.1745967)",0.0,66.56705797142322,-22.9393527,-43.1745967
157,85.0,1.0,2.0,3500,"(-22.9840518, -43.221537899999994)",0.0,51.57433000782678,-22.9840518,-43.221537899999994
158,72.0,2.0,2.0,1400,"(-23.018515100000002, -43.4634021)",0.0,11.374552476966521,-23.018515100000002,-43.4634021
159,120.0,1.0,3.0,1500,"(-22.9396582, -43.3369363)",0.0,42.03638958878932,-22.9396582,-43.3369363
160,300.0,3.0,4.0,15000,"(-22.9387029, -43.17358170000001)",0.0,66.80945316356322,-22.9387029,-43.17358170000001
161,96.0,2.0,2.0,6800,"(-22.962529699999997, -43.2257912)",0.0,52.54548698598664,-22.962529699999997,-43.2257912
162,75.0,2.0,2.0,2500,"(-22.988339899999996, -43.3529408)",0.0,34.7418396307347,-22.988339899999996,-43.3529408
163,80.0,3.0,2.0,2500,"(-22.960081, -43.2091516)",0.0,58.40876449224536,-22.960081,-43.2091516
164,154.0,1.0,3.0,3000,"(-22.9408899, -43.3422564)",1.0,0.0,-22.9408899,-43.3422564
165,63.0,2.0,2.0,1200,"(-22.9128075, -43.2141126)",0.0,63.98547110970206,-22.9128075,-43.2141126
166,160.0,1.0,3.0,2950,"(-23.016118399999996, -43.45588950000001)",0.0,0.0,-23.016118399999996,-43.45588950000001
167,45.0,1.0,1.0,900,"(-22.9258587, -43.3152522)",0.0,47.727669430063074,-22.9258587,-43.3152522
168,63.0,1.0,1.0,1700,"(-22.988001899999997, -43.3660133)",0.0,34.370930310833614,-22.988001899999997,-43.3660133
169,100.0,,2.0,7000,"(-22.9832693, -43.204855)",0.0,52.92137908201368,-22.9832693,-43.204855
170,53.0,2.0,2.0,2200,"(-22.876306500000002, -43.2680946)",0.0,61.94234998015697,-22.876306500000002,-43.2680946
171,117.0,2.0,3.0,7200,"(-22.9607745, -43.2028991)",0.0,59.719600119183575,-22.9607745,-43.2028991
172,107.0,3.0,3.0,4300,"(-22.711015600000003, -43.464103)",0.0,0.0,-22.711015600000003,-43.464103
173,42.0,1.0,1.0,590,"(-22.8912676, -43.3031848)",0.0,54.21743362565077,-22.8912676,-43.3031848
174,26.0,1.0,1.0,1050,"(-22.9218044, -43.180240399999995)",1.0,0.0,-22.9218044,-43.180240399999995
175,124.0,4.0,3.0,2810,"(-23.0111148, -43.46874260000001)",0.0,10.756370277131383,-23.0111148,-43.46874260000001
176,82.0,3.0,3.0,1700,"(-23.0160373, -43.45105086987847)",0.0,0.0,-23.0160373,-43.45105086987847
177,91.0,2.0,3.0,5000,"(-22.9842762, -43.219898799999996)",0.0,53.21554243087599,-22.9842762,-43.219898799999996
178,128.0,2.0,3.0,5900,"(-22.9766415, -43.188297)",0.0,58.727829556514855,-22.9766415,-43.188297
179,65.0,1.0,1.0,2200,"(-22.9173799, -43.18917929999999)",0.0,67.38185978202993,-22.9173799,-43.18917929999999
180,70.0,1.0,2.0,4200,"(-22.9880907, -43.2278097)",0.0,50.39280850295063,-22.9880907,-43.2278097
181,160.0,2.0,2.0,7500,"(-22.9646379, -43.20259)",0.0,59.28628358231832,-22.9646379,-43.20259
182,60.0,1.0,2.0,2000,"(-22.951239800000003, -43.1752885)",0.0,64.66764960779048,-22.951239800000003,-43.1752885
183,70.0,2.0,1.0,1800,"(-22.924047, -43.23641660000001)",0.0,58.232763224469906,-22.924047,-43.23641660000001
184,69.0,2.0,2.0,1850,"(-23.0063466, -43.4358159)",0.0,18.23501274789193,-23.0063466,-43.4358159
185,50.0,1.0,2.0,900,"(-22.8355116, -43.3182064)",0.0,60.833651580002176,-22.8355116,-43.3182064
186,136.0,3.0,3.0,2000,"(-22.9258655, -43.2584503)",0.0,56.007443768958936,-22.9258655,-43.2584503
187,150.0,2.0,4.0,4000,"(-22.9662234, -43.382768799999994)",0.0,31.92718061388498,-22.9662234,-43.382768799999994
188,70.0,2.0,2.0,1300,"(-22.9351193, -43.24199160000001)",0.0,57.18188689999445,-22.9351193,-43.24199160000001
189,60.0,,2.0,1300,"(-22.912072100000003, -43.2718329)",0.0,56.192795968424996,-22.912072100000003,-43.2718329
190,100.0,1.0,3.0,1600,"(-22.9306672, -43.242268100000004)",0.0,57.36730814470071,-22.9306672,-43.242268100000004
191,606.0,6.0,4.0,60000,"(-22.9840518, -43.221537899999994)",0.0,51.57433000782678,-22.9840518,-43.221537899999994
192,57.0,1.0,1.0,1500,"(-22.3716194, -41.78448270000001)",0.0,0.0,-22.3716194,-41.78448270000001
193,41.0,1.0,1.0,1100,"(-23.8277352, -49.431700299999996)",0.0,0.0,-23.8277352,-49.431700299999996
194,200.0,4.0,3.0,4500,"(-22.9729585, -43.3822057)",0.0,31.062532951764982,-22.9729585,-43.3822057
195,54.0,,2.0,2200,"(-22.9690461, -43.18946629999999)",0.0,59.96826177736338,-22.9690461,-43.18946629999999
196,28.0,1.0,1.0,750,"(-22.9287208, -43.2638385)",1.0,0.0,-22.9287208,-43.2638385
197,104.0,1.0,2.0,1650,"(-22.927070999999998, -43.2286731)",0.0,60.458345561372006,-22.927070999999998,-43.2286731
198,40.0,1.0,1.0,2800,"(-22.9842762, -43.219898799999996)",0.0,53.21554243087599,-22.9842762,-43.219898799999996
199,77.0,,2.0,1700,"(-22.9691174, -43.385907399999994)",0.0,30.92122398899535,-22.9691174,-43.385907399999994
200,79.0,2.0,2.0,3250,"(-22.954389499999998, -43.1867818)",0.0,61.57094710357964,-22.954389499999998,-43.1867818
201,100.0,3.0,2.0,13000,"(-22.9862375, -43.209178200000004)",0.0,52.34554281628704,-22.9862375,-43.209178200000004
202,400.0,1.0,3.0,25000,"(-22.9862375, -43.209178200000004)",0.0,52.34554281628704,-22.9862375,-43.209178200000004
203,160.0,5.0,3.0,6500,"(-22.9938255, -43.35094820000001)",0.0,34.865476070701725,-22.9938255,-43.35094820000001
204,88.0,2.0,2.0,2800,"(-22.938056600000003, -43.1832597)",0.0,65.5389759597251,-22.938056600000003,-43.1832597
205,97.0,2.0,3.0,2980,"(-22.9631893, -43.2225979)",0.0,58.85094542430504,-22.9631893,-43.2225979
206,48.0,1.0,2.0,1500,"(-22.9548472, -43.3765899)",0.0,34.371152677812084,-22.9548472,-43.3765899
207,198.0,2.0,4.0,6000,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
208,124.0,4.0,3.0,2890,"(-23.0111148, -43.46874260000001)",0.0,10.756370277131383,-23.0111148,-43.46874260000001
209,190.0,1.0,4.0,4480,"(-22.9274038, -43.2370177)",0.0,60.0935422019496,-22.9274038,-43.2370177
210,120.0,2.0,3.0,6000,"(-22.981271300000003, -43.2004164)",0.0,56.74966466317987,-22.981271300000003,-43.2004164
211,82.0,2.0,3.0,2500,"(-12.8059674, -41.3322919)",0.0,0.0,-12.8059674,-41.3322919
212,130.0,3.0,3.0,3401,"(-22.9323641, -43.1821872)",0.0,66.88834241347945,-22.9323641,-43.1821872
213,52.0,1.0,2.0,1100,"(-22.90999110000001, -43.2406283)",0.0,61.69458354354667,-22.90999110000001,-43.2406283
214,82.0,1.0,2.0,2500,"(-22.9654545, -43.18084520000001)",0.0,60.08730982397531,-22.9654545,-43.18084520000001
215,64.0,1.0,2.0,1900,"(-22.8049732, -43.219866107721046)",0.0,79.99287220454472,-22.8049732,-43.219866107721046
216,119.0,2.0,3.0,2300,"(-22.925340300000002, -43.2197594)",1.0,0.0,-22.925340300000002,-43.2197594
217,90.0,3.0,2.0,2300,"(-22.924047, -43.23641660000001)",0.0,58.232763224469906,-22.924047,-43.23641660000001
218,60.0,2.0,2.0,1400,"(-22.9454515, -43.33619829999999)",0.0,41.54257975359294,-22.9454515,-43.33619829999999
219,75.0,2.0,3.0,2500,"(-22.9665038, -43.371319299999996)",0.0,34.31852276344253,-22.9665038,-43.371319299999996
220,68.0,2.0,2.0,1400,"(-22.9079117, -43.2974949)",1.0,0.0,-22.9079117,-43.2974949
221,58.0,2.0,2.0,1600,"(-22.9548472, -43.3765899)",0.0,34.371152677812084,-22.9548472,-43.3765899
222,95.0,2.0,2.0,1700,"(-22.9144875, -43.2340037)",0.0,62.193553511688016,-22.9144875,-43.2340037
223,64.0,2.0,2.0,2200,"(-23.004933800000003, -43.3312167)",0.0,35.60729471050389,-23.004933800000003,-43.3312167
224,64.0,1.0,2.0,1600,"(-22.9258587, -43.3152522)",0.0,47.727669430063074,-22.9258587,-43.3152522
225,73.0,2.0,3.0,2400,"(-22.9665038, -43.371319299999996)",0.0,34.31852276344253,-22.9665038,-43.371319299999996
