,areas,bathrooms,bedrooms,r$_pmo,coord,class,class_distance,lat,long
1397,100.0,2.0,2.0,3478,"(-22.83979, -43.3357623)",0.0,57.67643237334402,-22.83979,-43.3357623
1398,158.0,2.0,3.0,7000,"(-22.9855992, -43.1969718)",0.0,56.75033805388127,-22.9855992,-43.1969718
1399,90.0,3.0,3.0,2600,"(-22.988339899999996, -43.3529408)",0.0,34.7418396307347,-22.988339899999996,-43.3529408
1400,65.0,1.0,2.0,850,"(-22.8877934, -43.271276799999995)",0.0,60.46024179208669,-22.8877934,-43.271276799999995
1401,260.0,,4.0,15000,"(-22.9775074, -43.194117299999995)",1.0,0.0,-22.9775074,-43.194117299999995
1402,430.0,4.0,4.0,10000,"(-22.9387029, -43.17358170000001)",0.0,66.80945316356322,-22.9387029,-43.17358170000001
1403,80.0,3.0,2.0,1650,"(-22.9201698, -43.268789399999996)",0.0,55.51771779592594,-22.9201698,-43.268789399999996
1404,66.0,2.0,2.0,1400,"(-22.9709611, -43.395351399999996)",0.0,29.98954704554505,-22.9709611,-43.395351399999996
1405,50.0,2.0,1.0,3150,"(-22.98459200000001, -43.2241076)",0.0,51.38436647515063,-22.98459200000001,-43.2241076
1406,69.0,2.0,2.0,2250,"(-23.0048388, -43.366279799999994)",0.0,32.5163837113282,-23.0048388,-43.366279799999994
1407,68.0,2.0,2.0,1190,"(-22.8903071, -43.27874620000001)",0.0,58.488399916622825,-22.8903071,-43.27874620000001
1408,98.0,,2.0,3000,"(-22.9978724, -43.3470975)",0.0,35.60729471050389,-22.9978724,-43.3470975
1409,58.0,2.0,2.0,1000,"(-22.8854895, -43.2733372)",0.0,59.966859805531065,-22.8854895,-43.2733372
1410,60.0,2.0,2.0,1200,"(-22.936621600000002, -43.3626578)",0.0,39.19762642030669,-22.936621600000002,-43.3626578
1411,67.0,2.0,2.0,2700,"(-23.0063466, -43.4358159)",0.0,18.23501274789193,-23.0063466,-43.4358159
1412,65.0,2.0,2.0,1200,"(-22.9047924, -43.26502070000001)",0.0,58.294614221867306,-22.9047924,-43.26502070000001
1413,119.0,2.0,2.0,4180,"(-22.9978724, -43.3470975)",0.0,35.60729471050389,-22.9978724,-43.3470975
1414,48.0,1.0,2.0,1300,"(-22.948937, -43.3408375)",0.0,40.98664533438346,-22.948937,-43.3408375
1415,87.0,2.0,3.0,2300,"(-23.0199675, -43.4689148)",0.0,10.822603183483968,-23.0199675,-43.4689148
1416,75.0,2.0,3.0,1600,"(-22.93048030000001, -43.3555556)",0.0,41.232799069472335,-22.93048030000001,-43.3555556
1417,97.0,2.0,2.0,4000,"(-22.9821776, -43.2133851)",0.0,57.24367170473368,-22.9821776,-43.2133851
1418,60.0,1.0,2.0,1050,"(-22.8837254, -43.2743083)",0.0,60.08934495724682,-22.8837254,-43.2743083
1419,80.0,2.0,2.0,3800,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
1420,130.0,4.0,3.0,2750,"(-23.0185151, -43.4634021)",0.0,11.374552476966521,-23.0185151,-43.4634021
1421,58.0,1.0,2.0,1250,"(-22.94624115, -43.557178065955135)",0.0,9.232256752730006,-22.94624115,-43.557178065955135
1422,75.0,2.0,3.0,1400,"(-22.935433800000002, -43.3447568)",0.0,42.22225154105053,-22.935433800000002,-43.3447568
1423,75.0,2.0,2.0,3000,"(-22.9775074, -43.194117299999995)",1.0,0.0,-22.9775074,-43.194117299999995
1424,60.0,1.0,2.0,1390,"(-22.8795618, -43.272420200000006)",0.0,61.13825081657886,-22.8795618,-43.272420200000006
1425,52.0,2.0,1.0,1300,"(-22.920797, -43.22250379999999)",0.0,62.19109565705887,-22.920797,-43.22250379999999
1426,30.0,1.0,1.0,1200,"(-22.9642979, -43.1771955)",0.0,63.30185726311803,-22.9642979,-43.1771955
1427,70.0,2.0,2.0,1300,"(-22.925552399999997, -43.3620285)",0.0,40.42911586921796,-22.925552399999997,-43.3620285
1428,50.0,1.0,2.0,1100,"(-22.969351, -43.4257664)",0.0,30.290927791921714,-22.969351,-43.4257664
1429,51.0,1.0,2.0,850,"(-22.912771, -43.544942299999995)",0.0,14.836372796043289,-22.912771,-43.544942299999995
1430,80.0,2.0,2.0,1400,"(-22.9375718, -43.3373098)",0.0,42.03638958878932,-22.9375718,-43.3373098
1431,50.0,1.0,2.0,1000,"(-22.8654628, -43.367070299999995)",0.0,49.22283287236554,-22.8654628,-43.367070299999995
1432,75.0,1.0,1.0,2000,"(-22.9162835, -43.221971999999994)",0.0,63.0623414865836,-22.9162835,-43.221971999999994
1433,55.0,2.0,2.0,850,"(-22.9026425, -43.2817263)",0.0,56.13965753139385,-22.9026425,-43.2817263
1434,70.0,2.0,2.0,2100,"(-23.0000794, -43.4164657)",0.0,20.003520141331528,-23.0000794,-43.4164657
1435,60.0,2.0,1.0,1000,"(-22.91230830000001, -43.1732237)",0.0,69.60731570143642,-22.91230830000001,-43.1732237
1436,110.0,3.0,3.0,3600,"(-22.934022100000004, -43.176146)",0.0,66.88731402216183,-22.934022100000004,-43.176146
1437,75.0,2.0,2.0,1680,"(-23.014309, -43.45027260000001)",0.0,0.0,-23.014309,-43.45027260000001
1438,330.0,,4.0,35000,"(-22.9862375, -43.209178200000004)",0.0,52.34554281628704,-22.9862375,-43.209178200000004
1439,28.0,1.0,1.0,1300,"(-22.9454241, -43.18079099640421)",0.0,64.80861326340428,-22.9454241,-43.18079099640421
1440,11.0,1.0,2.0,2970,"(-22.9323641, -43.1821872)",0.0,66.88834241347945,-22.9323641,-43.1821872
1441,155.0,2.0,4.0,4000,"(-22.9732812, -43.379219299999995)",0.0,31.321285684775425,-22.9732812,-43.379219299999995
1442,240.0,3.0,3.0,12000,"(-22.9810448, -43.214665600000004)",0.0,55.71334280537421,-22.9810448,-43.214665600000004
1443,201.0,1.0,3.0,6000,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
1444,27.0,1.0,,2800,"(-22.9663701, -43.1901344)",0.0,60.33508940850283,-22.9663701,-43.1901344
1445,49.0,1.0,2.0,1000,"(-22.9014952, -43.3525042)",0.0,45.99292184544469,-22.9014952,-43.3525042
1446,200.0,,4.0,5000,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
1447,80.0,1.0,2.0,4000,"(-22.9832693, -43.204855)",0.0,52.92137908201368,-22.9832693,-43.204855
1448,30.0,1.0,1.0,2000,"(-22.9657289, -43.1791402)",0.0,63.05458438318398,-22.9657289,-43.1791402
1449,46.0,,1.0,2800,"(-22.9663701, -43.1901344)",0.0,60.33508940850283,-22.9663701,-43.1901344
1450,50.0,,1.0,2300,"(-22.955022800000002, -43.1998851)",0.0,60.46441329033203,-22.955022800000002,-43.1998851
1451,55.0,,1.0,1750,"(-22.966940100000002, -43.181606200000004)",0.0,62.80731150324992,-22.966940100000002,-43.181606200000004
1452,170.0,2.0,3.0,3500,"(-22.929602499999998, -43.2320169)",0.0,59.84054783624038,-22.929602499999998,-43.2320169
1453,91.0,1.0,2.0,1700,"(-22.9155343, -43.2459053)",0.0,59.59481608587235,-22.9155343,-43.2459053
1454,50.0,2.0,2.0,2200,"(-22.93358060000001, -43.1799999)",0.0,66.6404999029491,-22.93358060000001,-43.1799999
1455,101.0,1.0,3.0,5000,"(-22.9533486, -43.189868)",0.0,62.22058350461284,-22.9533486,-43.189868
1456,320.0,4.0,3.0,30000,"(-22.981271300000003, -43.2004164)",0.0,56.74966466317987,-22.981271300000003,-43.2004164
1457,126.0,2.0,3.0,2550,"(-22.9654545, -43.18084520000001)",0.0,60.08730982397531,-22.9654545,-43.18084520000001
1458,198.0,1.0,4.0,2700,"(-23.0138985, -43.4556901)",0.0,11.992734676801657,-23.0138985,-43.4556901
1459,74.0,3.0,3.0,1800,"(-23.000417300000002, -43.332459)",0.0,36.101840470372,-23.000417300000002,-43.332459
1460,127.0,4.0,3.0,3200,"(-22.9757782, -43.373473)",0.0,31.86128089699957,-22.9757782,-43.373473
1461,176.0,1.0,2.0,1700,"(-22.9332164, -43.2381453)",0.0,57.61458102463477,-22.9332164,-43.2381453
1462,75.0,2.0,1.0,3300,"(-22.9803652, -43.2139765)",0.0,55.897345789287655,-22.9803652,-43.2139765
1463,400.0,,4.0,12000,"(-22.9387029, -43.17358170000001)",0.0,66.80945316356322,-22.9387029,-43.17358170000001
1464,85.0,3.0,2.0,2600,"(-22.9389088, -43.175371399999996)",0.0,66.56235033583191,-22.9389088,-43.175371399999996
1465,75.0,2.0,2.0,2500,"(-23.000417300000002, -43.332459)",0.0,36.101840470372,-23.000417300000002,-43.332459
1466,130.0,2.0,3.0,2500,"(-23.013892000000002, -43.4634254)",0.0,15.207282115944372,-23.013892000000002,-43.4634254
1467,95.0,2.0,3.0,1700,"(-23.020196300000002, -43.4634347)",0.0,11.250916036999492,-23.020196300000002,-43.4634347
1468,50.0,,1.0,2300,"(-22.9535105, -43.181536799999996)",0.0,61.8182199835137,-22.9535105,-43.181536799999996
1469,80.0,2.0,2.0,4800,"(-22.9500463, -43.191054799999996)",0.0,62.577628687320875,-22.9500463,-43.191054799999996
1470,,,2.0,3650,"(-22.9663701, -43.1901344)",0.0,60.33508940850283,-22.9663701,-43.1901344
1471,,,3.0,3600,"(-22.983158399999997, -43.2050161)",0.0,52.92137908201368,-22.983158399999997,-43.2050161
1472,,,4.0,4700,"(-22.988339899999996, -43.3529408)",0.0,34.7418396307347,-22.988339899999996,-43.3529408
1473,,,2.0,1100,"(-22.94624115, -43.557178065955135)",0.0,9.232256752730006,-22.94624115,-43.557178065955135
1474,,,2.0,2500,"(-22.95854, -43.1949511)",0.0,60.52032151231433,-22.95854,-43.1949511
1475,,,1.0,1500,"(-22.9247841, -43.2096901)",0.0,63.549250411848746,-22.9247841,-43.2096901
1476,,,2.0,1500,"(-22.9548472, -43.3765899)",0.0,34.371152677812084,-22.9548472,-43.3765899
1477,,,1.0,1900,"(-22.9500463, -43.191054799999996)",0.0,62.577628687320875,-22.9500463,-43.191054799999996
1478,,,3.0,4000,"(-22.9819833, -43.206933)",0.0,52.68747704695337,-22.9819833,-43.206933
1479,,,2.0,2800,"(-22.98459200000001, -43.2241076)",0.0,51.38436647515063,-22.98459200000001,-43.2241076
1480,,,1.0,4500,"(-22.9770236, -43.230294)",0.0,51.43275902628339,-22.9770236,-43.230294
1481,,,2.0,900,"(-22.8903071, -43.27874620000001)",0.0,58.488399916622825,-22.8903071,-43.27874620000001
1482,,,2.0,900,"(-22.908013399999998, -43.2734717)",0.0,56.378216624964494,-22.908013399999998,-43.2734717
1483,,,2.0,1600,"(-22.839160699999997, -43.3133385)",0.0,60.64521766428693,-22.839160699999997,-43.3133385
1484,,,2.0,950,"(-22.9022005, -43.2718717)",0.0,57.7466887191297,-22.9022005,-43.2718717
1485,,,3.0,2600,"(-22.9065343, -43.22061420000001)",0.0,64.6736769499743,-22.9065343,-43.22061420000001
1486,,,3.0,1200,"(-22.964776399999998, -43.40202539999999)",0.0,30.538200671855765,-22.964776399999998,-43.40202539999999
1487,,,2.0,1000,"(-22.9301996, -43.3938251)",0.0,35.61266047114244,-22.9301996,-43.3938251
1488,,,2.0,3800,"(-22.9847565, -43.19540679999999)",0.0,57.05905423013625,-22.9847565,-43.19540679999999
1489,,,2.0,2100,"(-22.912447600000004, -43.2220924)",0.0,63.687289207654686,-22.912447600000004,-43.2220924
1490,,,2.0,2700,"(-27.5660564, -53.9719817)",0.0,0.0,-27.5660564,-53.9719817
1491,,,2.0,1000,"(-22.8445909, -43.260740999999996)",0.0,67.88766475742835,-22.8445909,-43.260740999999996
1492,,,2.0,1500,"(-22.9312854, -43.36198529999999)",0.0,40.12007239501941,-22.9312854,-43.36198529999999
1493,,,1.0,1200,"(-22.90999110000001, -43.2406283)",0.0,61.69458354354667,-22.90999110000001,-43.2406283
1494,,,3.0,1200,"(-22.9121741, -43.2460158)",0.0,60.08781861375525,-22.9121741,-43.2460158
1495,,,3.0,2200,"(-22.9408899, -43.3422564)",1.0,0.0,-22.9408899,-43.3422564
1496,,,2.0,2990,"(-22.9770236, -43.230294)",0.0,51.43275902628339,-22.9770236,-43.230294
1497,,,2.0,1500,"(-22.9201021, -43.265567600000004)",0.0,56.3794367082096,-22.9201021,-43.265567600000004
1498,,,3.0,1000,"(-22.8204856, -43.3209722)",0.0,62.68562590377348,-22.8204856,-43.3209722
1499,,,2.0,1600,"(-23.0217111, -43.486967799999995)",0.0,8.857496111725073,-23.0217111,-43.486967799999995
1500,,,1.0,1600,"(-22.926118399999996, -43.2300578)",0.0,60.33572278326057,-22.926118399999996,-43.2300578
1501,,,1.0,1800,"(-23.010196899999997, -43.3208006)",0.0,36.20215570618983,-23.010196899999997,-43.3208006
1502,,,2.0,1000,"(-22.9665038, -43.3713193)",0.0,34.31852276344253,-22.9665038,-43.3713193
1503,,,2.0,2450,"(-22.962171899999998, -43.1737305)",0.0,63.672766583019104,-22.962171899999998,-43.1737305
1504,,,2.0,1300,"(-22.9306672, -43.242268100000004)",0.0,57.36730814470071,-22.9306672,-43.242268100000004
1505,,,3.0,2450,"(-23.0156911, -43.4518068)",0.0,0.0,-23.0156911,-43.4518068
1506,,,2.0,2200,"(-22.919845000000002, -43.17533529999999)",0.0,69.11276994156832,-22.919845000000002,-43.17533529999999
1507,,,3.0,3600,"(-22.9646242, -43.1916985)",1.0,0.0,-22.9646242,-43.1916985
1508,,,2.0,2500,"(-22.9323641, -43.1821872)",0.0,66.88834241347945,-22.9323641,-43.1821872
1509,,,2.0,2400,"(-23.013892000000002, -43.4634254)",0.0,15.207282115944372,-23.013892000000002,-43.4634254
1510,,,2.0,2400,"(-22.9429878, -43.192039799999996)",0.0,64.23415793068904,-22.9429878,-43.192039799999996
1511,,,2.0,2000,"(-22.94884465, -43.179829096252966)",0.0,64.42644943155626,-22.94884465,-43.179829096252966
1512,,,3.0,2400,"(-23.0147819, -43.4610052)",0.0,11.745461796867604,-23.0147819,-43.4610052
1513,,,3.0,1600,"(-23.014309, -43.45027260000001)",0.0,0.0,-23.014309,-43.45027260000001
1514,,,3.0,12000,"(-22.9674748, -43.18745360000001)",0.0,60.46277000719815,-22.9674748,-43.18745360000001
1515,,,2.0,1100,"(-22.8508744, -43.317637100000006)",0.0,58.78915970600549,-22.8508744,-43.317637100000006
1516,,,3.0,6500,"(-22.9848957, -43.1952136)",0.0,57.12123950311106,-22.9848957,-43.1952136
1517,,,1.0,2690,"(-22.983158399999997, -43.2050161)",0.0,52.92137908201368,-22.983158399999997,-43.2050161
1518,,,1.0,1900,"(-22.9070211, -43.1854641)",0.0,69.73982972490688,-22.9070211,-43.1854641
1519,,,1.0,950,"(-30.0342118, -51.2393593)",0.0,0.0,-30.0342118,-51.2393593
1520,,,1.0,1700,"(-22.918030899999998, -43.18170429999999)",0.0,68.61833556578995,-22.918030899999998,-43.18170429999999
1521,,,4.0,11000,"(-22.9997388, -43.2684256)",0.0,45.869119227767165,-22.9997388,-43.2684256
1522,,,3.0,2650,"(-12.8059674, -41.3322919)",0.0,0.0,-12.8059674,-41.3322919
1523,,,4.0,8700,"(-23.0088047, -43.3373664)",0.0,34.865476070701725,-23.0088047,-43.3373664
1524,,,3.0,1600,"(-23.018473899999996, -43.4609316)",0.0,11.498188916933548,-23.018473899999996,-43.4609316
1525,,,2.0,2200,"(-22.985511, -43.19287620000001)",0.0,56.999751124262055,-22.985511,-43.19287620000001
1526,,,1.0,1500,"(-22.969034100000002, -43.187025899999995)",0.0,60.21551581522582,-22.969034100000002,-43.187025899999995
1527,,,4.0,11500,"(-10.8040231, -37.1658336)",0.0,0.0,-10.8040231,-37.1658336
1528,,,3.0,1700,"(-23.0156911, -43.4518068)",0.0,0.0,-23.0156911,-43.4518068
1529,,,2.0,850,"(-22.9159904, -43.2470306)",0.0,59.34871079579544,-22.9159904,-43.2470306
1530,,,2.0,900,"(-22.9312854, -43.36198529999999)",0.0,40.12007239501941,-22.9312854,-43.36198529999999
1531,,,2.0,1000,"(-22.90742695, -43.412571206899955)",0.0,35.854567590437945,-22.90742695,-43.412571206899955
1532,,,3.0,4500,"(-23.0091645, -43.4215641)",0.0,0.0,-23.0091645,-43.4215641
1533,,,3.0,2000,"(-22.9148218, -43.250558399999996)",0.0,59.283963038547675,-22.9148218,-43.250558399999996
1534,,,3.0,5500,"(-23.014309, -43.45027260000001)",0.0,0.0,-23.014309,-43.45027260000001
1535,,,3.0,3500,"(-22.981271300000003, -43.2004164)",0.0,56.74966466317987,-22.981271300000003,-43.2004164
1536,,,3.0,2600,"(-23.004016800000002, -43.3247702)",0.0,36.843659110174166,-23.004016800000002,-43.3247702
1537,,,2.0,2400,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
1538,,,1.0,3250,"(-22.9732812, -43.379219299999995)",0.0,31.321285684775425,-22.9732812,-43.379219299999995
1539,,,3.0,4500,"(-22.984338600000005, -43.2328045)",0.0,50.32003106658015,-22.984338600000005,-43.2328045
1540,,,3.0,4200,"(-23.0248278, -43.45716289999999)",0.0,11.341242814238793,-23.0248278,-43.45716289999999
1541,95.0,2.0,2.0,3000,"(-22.983158399999997, -43.2050161)",0.0,52.92137908201368,-22.983158399999997,-43.2050161
1542,85.0,2.0,2.0,2800,"(-23.001908, -43.3501969)",0.0,33.83439433412956,-23.001908,-43.3501969
1543,87.0,1.0,2.0,5500,"(-22.9855992, -43.1969718)",0.0,56.75033805388127,-22.9855992,-43.1969718
1544,70.0,3.0,2.0,2900,"(-22.9641285, -43.2174013)",0.0,56.59322145813587,-22.9641285,-43.2174013
1545,370.0,3.0,4.0,25000,"(-22.986815, -43.23017279999999)",0.0,50.56730394651421,-22.986815,-43.23017279999999
1546,124.0,4.0,2.0,4200,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
1547,123.0,2.0,3.0,3500,"(-22.9646242, -43.1916985)",1.0,0.0,-22.9646242,-43.1916985
1548,85.0,1.0,2.0,1000,"(-22.899547899999998, -43.2700858)",0.0,58.72848026524693,-22.899547899999998,-43.2700858
1549,65.0,1.0,2.0,800,"(-22.9023055, -43.29320728141141)",0.0,53.90548782562394,-22.9023055,-43.29320728141141
1550,336.0,3.0,3.0,38000,"(-22.98679, -43.2200859)",0.0,51.39061323590786,-22.98679,-43.2200859
1551,53.0,1.0,2.0,1500,"(-22.9997404, -43.3659929)",0.0,33.75274811099848,-22.9997404,-43.3659929
1552,80.0,2.0,2.0,1400,"(-23.0234203, -43.487091299999996)",0.0,8.888505626008387,-23.0234203,-43.487091299999996
1553,78.0,1.0,2.0,1300,"(-22.908114899999998, -43.2807014)",0.0,55.63763433582493,-22.908114899999998,-43.2807014
1554,120.0,3.0,3.0,2500,"(-22.9210997, -43.2188249)",0.0,62.684772418529384,-22.9210997,-43.2188249
1555,130.0,4.0,3.0,3650,"(-22.965578, -43.17784879999999)",0.0,63.178220823151,-22.965578,-43.17784879999999
1556,49.0,1.0,1.0,700,"(-22.916182199999998, -43.371660799999994)",0.0,40.86189017021044,-22.916182199999998,-43.371660799999994
1557,87.0,1.0,2.0,1700,"(-22.9245892, -43.235199200000004)",0.0,58.232763224469906,-22.9245892,-43.235199200000004
1558,48.0,1.0,2.0,850,"(-22.9044357, -43.298857700000006)",0.0,53.16424423592088,-22.9044357,-43.298857700000006
1559,406.0,4.0,3.0,15000,"(-22.9672354, -43.18357460000001)",0.0,59.71640050407423,-22.9672354,-43.18357460000001
1560,72.0,1.0,2.0,850,"(-22.886189899999998, -43.29380250000001)",0.0,56.93461416518624,-22.886189899999998,-43.29380250000001
1561,99.0,2.0,3.0,1600,"(-22.9279379, -43.236188)",0.0,59.84322994872867,-22.9279379,-43.236188
1562,100.0,1.0,2.0,3200,"(-22.7537242, -47.1673325)",0.0,0.0,-22.7537242,-47.1673325
1563,103.0,3.0,3.0,2900,"(-23.0211861, -43.4540997)",0.0,0.0,-23.0211861,-43.4540997
1564,47.0,1.0,1.0,1400,"(-22.9155343, -43.2459053)",0.0,59.59481608587235,-22.9155343,-43.2459053
1565,78.0,4.0,2.0,1500,"(-22.995434399999997, -43.25830379999999)",0.0,46.858210747503385,-22.995434399999997,-43.25830379999999
1566,50.0,1.0,2.0,600,"(-22.8973512, -43.5483958)",0.0,18.421829555087083,-22.8973512,-43.5483958
1567,50.0,1.0,1.0,2200,"(-22.9654545, -43.18084520000001)",0.0,60.08730982397531,-22.9654545,-43.18084520000001
1568,65.0,1.0,1.0,2800,"(-22.9641285, -43.2174013)",0.0,56.59322145813587,-22.9641285,-43.2174013
1569,145.0,2.0,3.0,2799,"(-22.966940100000002, -43.181606200000004)",0.0,62.80731150324992,-22.966940100000002,-43.181606200000004
1570,80.0,1.0,1.0,750,"(-22.893945600000002, -43.299163799999995)",0.0,54.27639714552503,-22.893945600000002,-43.299163799999995
1571,289.0,2.0,3.0,5000,"(-22.98422080000001, -43.1916424)",0.0,57.370638771075555,-22.98422080000001,-43.1916424
1572,200.0,3.0,4.0,6800,"(-22.9839557, -43.202216299999996)",0.0,56.50185306493152,-22.9839557,-43.202216299999996
1573,96.0,1.0,3.0,2100,"(-22.9279379, -43.236188)",0.0,59.84322994872867,-22.9279379,-43.236188
1574,435.0,5.0,5.0,15000,"(-23.000417300000002, -43.332459)",0.0,36.101840470372,-23.000417300000002,-43.332459
1575,205.0,3.0,4.0,9000,"(-22.9840518, -43.221537899999994)",0.0,51.57433000782678,-22.9840518,-43.221537899999994
1576,168.0,2.0,3.0,8500,"(-22.9758762, -43.2187075)",0.0,52.17457766608557,-22.9758762,-43.2187075
1577,58.0,1.0,2.0,1600,"(-22.925157100000003, -43.23006760000001)",0.0,60.4593568918209,-22.925157100000003,-43.23006760000001
1578,99.0,1.0,2.0,1600,"(-22.9654545, -43.18084520000001)",0.0,60.08730982397531,-22.9654545,-43.18084520000001
1579,70.0,2.0,2.0,2200,"(-22.9662234, -43.382768799999994)",0.0,31.92718061388498,-22.9662234,-43.382768799999994
1580,62.0,1.0,3.0,850,"(-22.9077385, -43.2887029)",0.0,54.02912426559097,-22.9077385,-43.2887029
1581,51.0,1.0,2.0,910,"(-22.8923285, -43.2968314)",0.0,54.52367002545908,-22.8923285,-43.2968314
1582,116.0,2.0,3.0,7000,"(-22.9847565, -43.19540679999999)",0.0,57.05905423013625,-22.9847565,-43.19540679999999
1583,76.0,3.0,2.0,1600,"(-23.0048388, -43.366279799999994)",0.0,32.5163837113282,-23.0048388,-43.366279799999994
1584,162.0,5.0,4.0,6300,"(-22.9938255, -43.35094820000001)",0.0,34.865476070701725,-22.9938255,-43.35094820000001
1585,60.0,1.0,1.0,500,"(-22.8790904, -43.2955477)",0.0,57.74152669632005,-22.8790904,-43.2955477
1586,50.0,1.0,2.0,1200,"(-22.9732812, -43.379219299999995)",0.0,31.321285684775425,-22.9732812,-43.379219299999995
1587,250.0,4.0,5.0,8500,"(-22.9646379, -43.20259)",0.0,59.28628358231832,-22.9646379,-43.20259
1588,105.0,1.0,3.0,3100,"(-22.9530993, -43.177193700000004)",0.0,64.1716001686416,-22.9530993,-43.177193700000004
1589,50.0,1.0,2.0,1300,"(nan, nan)",,0.0,-,-
1590,40.0,1.0,1.0,1200,"(-22.9183909, -43.3971464)",1.0,0.0,-22.9183909,-43.3971464
1591,50.0,2.0,1.0,4500,"(-22.9770236, -43.230294)",0.0,51.43275902628339,-22.9770236,-43.230294
1592,250.0,2.0,4.0,6000,"(-22.965375299999998, -43.183738500000004)",0.0,59.469127624140185,-22.965375299999998,-43.183738500000004
1593,95.0,,2.0,3500,"(-23.000417300000002, -43.332459)",0.0,36.101840470372,-23.000417300000002,-43.332459
1594,345.0,3.0,4.0,23000,"(-22.986815, -43.23017279999999)",0.0,50.56730394651421,-22.986815,-43.23017279999999
1595,59.0,1.0,2.0,1000,"(-22.88537, -43.352706500000004)",0.0,48.280069383433194,-22.88537,-43.352706500000004
1596,158.0,5.0,4.0,5000,"(-22.9986176, -43.2529098)",0.0,47.60002938730555,-22.9986176,-43.2529098
1597,65.0,1.0,3.0,1300,"(-22.829468, -43.3274693)",0.0,59.84003694404126,-22.829468,-43.3274693
1598,140.0,2.0,1.0,5000,"(-22.955651, -43.1737289)",0.0,64.29201870468198,-22.955651,-43.1737289
1599,185.0,3.0,4.0,5000,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
1600,594.0,4.0,4.0,6500,"(-22.9282465, -43.170790419174786)",0.0,68.87093507453675,-22.9282465,-43.170790419174786
1601,88.0,,2.0,2300,"(-22.965375299999998, -43.183738500000004)",0.0,59.469127624140185,-22.965375299999998,-43.183738500000004
1602,70.0,2.0,2.0,2300,"(-22.9676704, -43.1844375)",0.0,59.59276406410721,-22.9676704,-43.1844375
1603,89.0,1.0,2.0,1650,"(-22.9308143, -43.371767)",1.0,0.0,-22.9308143,-43.371767
1604,35.0,1.0,1.0,2050,"(-22.955022800000002, -43.1998851)",0.0,60.46441329033203,-22.955022800000002,-43.1998851
1605,70.0,2.0,3.0,2300,"(-22.9318016, -43.1823899)",0.0,66.88834241347945,-22.9318016,-43.1823899
1606,160.0,2.0,3.0,6500,"(-22.968132699999998, -43.1830609)",0.0,59.71640050407423,-22.968132699999998,-43.1830609
1607,150.0,3.0,3.0,3500,"(-22.92126780000001, -43.255565399999995)",0.0,57.80165549759894,-22.92126780000001,-43.255565399999995
1608,147.0,,3.0,4500,"(-22.9997404, -43.3659929)",0.0,33.75274811099848,-22.9997404,-43.3659929
1609,220.0,2.0,3.0,3500,"(-22.9707145, -43.1899429)",0.0,58.60367254437098,-22.9707145,-43.1899429
1610,38.0,1.0,1.0,2000,"(-22.975583899999997, -43.193523600000006)",0.0,58.35653063509501,-22.975583899999997,-43.193523600000006
1611,55.0,1.0,2.0,700,"(-22.8997079, -43.5392258)",0.0,19.233515012796722,-22.8997079,-43.5392258
1612,60.0,2.0,2.0,1100,"(-22.9022005, -43.2718717)",0.0,57.7466887191297,-22.9022005,-43.2718717
1613,69.0,1.0,2.0,2500,"(-22.9656645, -43.223445299999995)",0.0,54.83558364338519,-22.9656645,-43.223445299999995
1614,170.0,5.0,4.0,5500,"(-22.9454241, -43.18079099640421)",0.0,64.80861326340428,-22.9454241,-43.18079099640421
1615,100.0,2.0,2.0,6000,"(-23.014923800000002, -43.407209)",0.0,0.0,-23.014923800000002,-43.407209
1616,48.0,1.0,1.0,2150,"(-22.9530993, -43.177193700000004)",0.0,64.1716001686416,-22.9530993,-43.177193700000004
1617,104.0,2.0,2.0,4500,"(-22.955651, -43.1737289)",0.0,64.29201870468198,-22.955651,-43.1737289
1618,140.0,2.0,3.0,4000,"(-22.9690461, -43.18946629999999)",0.0,59.96826177736338,-22.9690461,-43.18946629999999
1619,179.0,5.0,3.0,6500,"(-22.9890302, -43.3549717)",0.0,35.360021830569835,-22.9890302,-43.3549717
1620,140.0,3.0,3.0,9000,"(-22.9877577, -43.2286995)",0.0,50.56730394651421,-22.9877577,-43.2286995
1621,146.0,,3.0,1700,"(-22.939245899999996, -43.3212971)",0.0,44.941888443964075,-22.939245899999996,-43.3212971
1622,210.0,3.0,3.0,30000,"(-22.9862375, -43.209178200000004)",0.0,52.34554281628704,-22.9862375,-43.209178200000004
1623,59.0,1.0,2.0,1800,"(-22.8539901, -43.2613098)",0.0,66.02185894239263,-22.8539901,-43.2613098
1624,330.0,4.0,4.0,30000,"(-22.9862375, -43.209178200000004)",0.0,52.34554281628704,-22.9862375,-43.209178200000004
1625,100.0,,2.0,2500,"(-22.968132699999998, -43.1830609)",0.0,59.71640050407423,-22.968132699999998,-43.1830609
1626,38.0,,1.0,1650,"(-22.9530993, -43.177193700000004)",0.0,64.1716001686416,-22.9530993,-43.177193700000004
