areas,bathrooms,bedrooms,price,coord,class
450.0,7.0,4.0,8.236155661683124,"(-23.0197394, -43.4600439)",0.0
56.0,2.0,2.0,6.8885724595653635,"(-22.8871743, -43.3041246)",0.0
61.0,2.0,2.0,6.948897222313312,"(-22.9548472, -43.3765899)",0.0
97.0,3.0,2.0,7.708410667257367,"(-23.0056458, -43.330188299999996)",0.0
65.0,2.0,2.0,7.502186486602924,"(-23.004933800000003, -43.3312167)",0.0
95.0,2.0,3.0,7.601402334583733,"(-22.937735600000003, -43.3446284)",0.0
130.0,3.0,3.0,8.614501373883236,"(-22.9821776, -43.2133851)",0.0
70.0,2.0,2.0,7.0317412587631285,"(-22.9451467, -43.3374151)",0.0
64.0,2.0,2.0,7.1276936993473985,"(-22.9709611, -43.395351399999996)",0.0
65.0,2.0,2.0,7.2682230211595655,"(-22.9408899, -43.3422564)",1.0
54.0,2.0,2.0,7.1569563646156364,"(-22.928988, -43.3534191)",1.0
400.0,4.0,5.0,7.879291485082271,"(-23.016643600000002, -43.4687359)",0.0
77.0,2.0,2.0,7.459338895220296,"(-22.937735600000003, -43.3446284)",0.0
67.0,2.0,3.0,7.214504414151143,"(-22.9665038, -43.371319299999996)",0.0
66.0,2.0,2.0,7.1569563646156364,"(-22.9408899, -43.3422564)",1.0
70.0,2.0,2.0,7.459338895220296,"(-22.822127300000002, -43.1718358)",0.0
90.0,2.0,2.0,7.0317412587631285,"(-22.8395223, -43.32898460000001)",0.0
70.0,2.0,2.0,7.5822291942764615,"(-22.9219495, -43.2345965)",0.0
74.0,2.0,2.0,6.626717749249025,"(-22.9149163, -43.346668)",1.0
69.0,2.0,2.0,7.1569563646156364,"(-23.0066417, -43.4845412)",0.0
70.0,3.0,1.0,7.601402334583733,"(-22.9859524, -43.1911156)",0.0
65.0,2.0,2.0,7.459338895220296,"(-22.9323641, -43.1821872)",0.0
141.0,2.0,3.0,7.725330037917135,"(-22.8163695, -43.2068501)",0.0
65.0,2.0,2.0,6.80903930604298,"(-22.93048030000001, -43.3555556)",0.0
140.0,4.0,3.0,8.641532465671846,"(-22.9877577, -43.2286995)",0.0
65.0,2.0,2.0,7.415175109613295,"(-23.004933800000003, -43.3312167)",0.0
62.0,2.0,2.0,6.8885724595653635,"(-22.93048030000001, -43.3555556)",0.0
82.0,3.0,2.0,7.415175109613295,"(-22.9920076, -43.4023471)",0.0
57.0,1.0,1.0,7.0967213784947605,"(-22.97579330000001, -43.1912304)",0.0
75.0,2.0,2.0,7.0317412587631285,"(-22.9454515, -43.33619829999999)",0.0
65.0,1.0,2.0,7.2682230211595655,"(-22.968515300000004, -43.1850961)",0.0
92.0,2.0,3.0,7.2682230211595655,"(-23.0217111, -43.486967799999995)",0.0
70.0,2.0,2.0,7.31986492980897,"(-22.9190092, -43.2373143)",0.0
55.0,2.0,2.0,7.1569563646156364,"(-22.928988, -43.3534191)",1.0
105.0,3.0,2.0,7.31986492980897,"(-22.8264095, -43.1726886)",0.0
61.0,2.0,2.0,7.214504414151143,"(-22.7604893, -43.4560811)",0.0
70.0,2.0,2.0,7.214504414151143,"(-23.0217111, -43.486967799999995)",0.0
86.0,2.0,2.0,9.111624399037025,"(-22.9855992, -43.1969718)",0.0
101.0,,3.0,7.8504931808711405,"(-22.9770236, -43.230294)",0.0
50.0,1.0,1.0,6.721425700790643,"(-22.8979639, -43.2504148)",0.0
36.0,1.0,1.0,14.388842138607918,"(-22.981271300000003, -43.2004164)",0.0
70.0,2.0,2.0,7.0317412587631285,"(-22.9166361, -43.2097521)",0.0
140.0,1.0,3.0,7.820439515262181,"(-22.9636043, -43.1696615)",0.0
200.0,6.0,4.0,9.024613022047395,"(-22.9840518, -43.221537899999994)",0.0
280.0,2.0,4.0,8.572627898304338,"(-22.9387029, -43.17358170000001)",0.0
81.0,3.0,3.0,7.415175109613295,"(-23.002106100000002, -43.39327614523657)",0.0
82.0,1.0,2.0,7.0317412587631285,"(-22.9344154, -43.2100703)",0.0
58.0,2.0,2.0,6.57507584059962,"(-22.8326425, -43.2842228)",0.0
120.0,,2.0,8.978029932837156,"(-22.9798663, -43.222772799999994)",0.0
143.0,3.0,3.0,8.236155661683124,"(-23.014923800000002, -43.407209)",0.0
66.0,1.0,1.0,7.0317412587631285,"(-22.9247841, -43.2096901)",0.0
250.0,3.0,3.0,8.572627898304338,"(-22.9387029, -43.17358170000001)",0.0
52.0,1.0,1.0,6.963189985870238,"(-22.917009, -43.25892879999999)",0.0
180.0,3.0,4.0,9.179984251961283,"(-22.9839557, -43.202216299999996)",0.0
161.0,2.0,3.0,8.130647968160584,"(-23.0011303, -43.3608268)",0.0
65.0,,1.0,7.480992162869525,"(-23.0015257, -43.395351700000006)",0.0
44.0,,1.0,7.31986492980897,"(-22.928182500000002, -43.1748537)",0.0
30.0,1.0,1.0,6.80903930604298,"(-22.9674748, -43.18745360000001)",0.0
76.0,2.0,2.0,7.1569563646156364,"(-23.0255504, -43.49052620000001)",0.0
133.0,2.0,3.0,7.879291485082271,"(-22.9986176, -43.2529098)",0.0
75.0,2.0,2.0,8.10832229017324,"(-22.9770236, -43.230294)",0.0
169.0,2.0,2.0,6.464588303689961,"(-23.0018092, -43.6260636)",0.0
70.0,1.0,3.0,7.0967213784947605,"(-23.0063466, -43.4358159)",0.0
52.0,1.0,2.0,6.464588303689961,"(-22.8878289, -43.4440807)",0.0
200.0,3.0,3.0,7.54274354536855,"(-22.9182569, -43.3964923)",0.0
54.0,1.0,2.0,6.80903930604298,"(-22.8142113, -43.1951416)",0.0
87.0,2.0,3.0,7.214504414151143,"(-22.9966799, -43.4249176)",0.0
80.0,1.0,2.0,6.626717749249025,"(-22.877274300000003, -43.4301032)",0.0
91.0,2.0,2.0,8.215817791832453,"(-23.0143229, -43.2972041)",0.0
85.0,1.0,2.0,6.80903930604298,"(-22.9166067, -43.3698172)",0.0
152.0,3.0,4.0,8.41847721847708,"(-22.9864374, -43.20719879999999)",0.0
35.0,1.0,1.0,6.464588303689961,"(-22.870264399999996, -43.251275899999996)",0.0
150.0,3.0,3.0,9.111624399037025,"(-22.984189699999998, -43.2223282)",0.0
78.0,2.0,2.0,6.626717749249025,"(-22.8887124, -43.268156299999994)",0.0
80.0,2.0,2.0,7.879291485082271,"(-22.9805083, -43.213479299999996)",0.0
212.0,4.0,4.0,8.823942326585245,"(-22.9862574, -43.1922967)",0.0
120.0,2.0,2.0,8.706159290928861,"(-22.9805083, -43.213479299999996)",0.0
113.0,2.0,3.0,8.013012110368916,"(-22.9662234, -43.382768799999994)",0.0
