areas,bathrooms,bedrooms,price,coord,class
72.0,2.0,2.0,7.725330037917135,"(-22.9732812, -43.379219299999995)",0.0
77.0,2.0,2.0,7.61972421378267,"(-22.988339899999996, -43.3529408)",0.0
205.0,4.0,4.0,9.191667106710561,"(-22.9840518, -43.221537899999994)",0.0
63.0,2.0,2.0,6.721425700790643,"(-22.841664, -43.2644477)",0.0
79.0,2.0,2.0,6.39024066706535,"(-22.9137898, -43.2662065)",1.0
144.0,3.0,3.0,7.656337166430183,"(-23.0185151, -43.4634021)",0.0
26.0,1.0,1.0,6.269096283706261,"(-22.8147968, -43.3181717)",0.0
59.0,2.0,2.0,6.721425700790643,"(-22.9248493, -43.3596031)",0.0
60.0,,2.0,6.626717749249025,"(-22.849624300000002, -43.3354635)",0.0
176.0,2.0,3.0,7.691200097522863,"(-22.937072600000004, -43.3354416)",0.0
108.0,3.0,3.0,7.54274354536855,"(-22.907383199999998, -43.2876155)",0.0
450.0,3.0,3.0,9.33467964623179,"(-22.984338600000005, -43.2328045)",0.0
52.0,1.0,2.0,7.2682230211595655,"(-22.969034100000002, -43.187025899999995)",0.0
80.0,2.0,1.0,6.115892125483034,"(-22.8953827, -43.115416700000004)",0.0
70.0,2.0,2.0,6.80903930604298,"(-22.917662399999998, -43.24595770000001)",0.0
90.0,2.0,2.0,7.0967213784947605,"(-22.92292, -43.24442370000001)",0.0
280.0,3.0,4.0,9.265775078864284,"(-22.9843423, -43.2007642)",0.0
95.0,,2.0,7.656337166430183,"(-22.9323641, -43.1821872)",0.0
61.0,1.0,2.0,6.464588303689961,"(-22.905018300000002, -43.2907075)",0.0
450.0,7.0,4.0,9.517015920920498,"(-22.9997388, -43.2684256)",0.0
680.0,5.0,4.0,9.92250555837189,"(-22.9766415, -43.188297)",0.0
235.0,,3.0,9.45985317831046,"(-22.9282465, -43.170790419174786)",0.0
166.0,2.0,3.0,8.641532465671846,"(-22.9821776, -43.2133851)",0.0
117.0,1.0,2.0,7.725330037917135,"(-22.9663701, -43.1901344)",0.0
350.0,,4.0,8.92930284224307,"(-22.9318016, -43.1823899)",0.0
50.0,1.0,1.0,6.8885724595653635,"(-22.9095503, -43.185598999999996)",0.0
70.0,1.0,2.0,6.963189985870238,"(-22.928988, -43.353419099999996)",1.0
64.0,1.0,2.0,7.415175109613295,"(-23.004933800000003, -43.3312167)",0.0
130.0,3.0,2.0,8.236155661683124,"(-22.985511, -43.19287620000001)",0.0
64.0,,2.0,6.626717749249025,"(-22.88537, -43.352706500000004)",0.0
69.0,1.0,2.0,7.0317412587631285,"(-22.93425310000001, -43.351368900000004)",0.0
82.0,3.0,2.0,7.54274354536855,"(-22.9920076, -43.4023471)",0.0
65.0,2.0,2.0,6.19644412779452,"(-22.9014952, -43.3525042)",0.0
94.0,4.0,2.0,7.656337166430183,"(-22.9130141, -43.216724799999994)",0.0
60.0,2.0,2.0,6.8885724595653635,"(-22.9665038, -43.371319299999996)",0.0
60.0,2.0,1.0,7.294377299288821,"(-22.9219495, -43.2345965)",0.0
70.0,2.0,2.0,6.403574197934815,"(-22.8355116, -43.3182064)",0.0
78.0,2.0,2.0,7.5822291942764615,"(-22.9757782, -43.373473)",0.0
65.0,,2.0,6.955592608396297,"(-22.892945, -43.2891639)",0.0
70.0,2.0,2.0,6.520621127558696,"(-22.8974155, -43.30709210000001)",0.0
84.0,2.0,2.0,6.963189985870238,"(-22.9396582, -43.3369363)",0.0
70.0,2.0,2.0,7.090076835776092,"(-22.9451467, -43.3374151)",0.0
70.0,2.0,2.0,7.459338895220296,"(-22.970812600000002, -43.3943784)",0.0
54.0,2.0,2.0,7.0967213784947605,"(-22.8947555, -43.2215672)",0.0
92.0,3.0,2.0,7.5822291942764615,"(-23.0048388, -43.366279799999994)",0.0
71.0,2.0,2.0,7.1569563646156364,"(-22.9264873, -43.2362387)",0.0
134.0,4.0,4.0,8.498418036089904,"(-22.9790043, -43.21843320000001)",0.0
150.0,2.0,3.0,8.013012110368916,"(-22.983158399999997, -43.2050161)",0.0
92.0,2.0,3.0,7.1569563646156364,"(-22.8128362, -43.2007792)",0.0
51.0,2.0,2.0,6.8885724595653635,"(-22.978555800000002, -43.4178749)",0.0
70.0,2.0,2.0,7.0317412587631285,"(-22.8306464, -43.3137382)",0.0
72.0,,2.0,7.368339686311381,"(-22.9997404, -43.3659929)",0.0
50.0,1.0,1.0,7.31986492980897,"(-22.9535105, -43.181536799999996)",0.0
120.0,3.0,3.0,8.130647968160584,"(-27.5660564, -53.9719817)",0.0
80.0,1.0,1.0,7.820439515262181,"(-23.0048388, -43.366279799999994)",0.0
56.0,2.0,2.0,7.0967213784947605,"(-22.927716699999998, -43.359089600000004)",0.0
50.0,1.0,1.0,7.1569563646156364,"(-22.98939660000001, -43.2304766)",0.0
60.0,1.0,2.0,6.403574197934815,"(-22.896601399999998, -43.3447441)",0.0
65.0,2.0,2.0,7.459338895220296,"(-23.0048388, -43.366279799999994)",0.0
86.0,2.0,2.0,7.907651594711089,"(-22.943613199999998, -43.185880499999996)",0.0
80.0,4.0,2.0,7.725330037917135,"(-22.9332703, -43.237241)",0.0
100.0,2.0,3.0,7.757906208351747,"(-22.912447600000004, -43.2220924)",0.0
78.0,2.0,3.0,7.214504414151143,"(-22.9709611, -43.395351399999996)",0.0
100.0,1.0,2.0,6.963189985870238,"(-22.920916300000002, -43.2629986)",0.0
72.0,1.0,2.0,6.926577033222725,"(-22.912677600000002, -43.23876679999999)",0.0
210.0,1.0,4.0,8.130647968160584,"(-23.0132586, -43.29810850000001)",0.0
280.0,2.0,4.0,8.92930284224307,"(-22.9641329, -43.2028646)",0.0
41.0,1.0,1.0,7.242082359256962,"(-22.968132699999998, -43.1830609)",0.0
60.0,2.0,2.0,6.963189985870238,"(-22.9130141, -43.216724799999994)",0.0
65.0,2.0,1.0,6.626717749249025,"(-22.928988, -43.3534191)",1.0
82.0,2.0,3.0,6.80903930604298,"(-22.907383199999998, -43.2876155)",0.0
57.0,2.0,1.0,6.464588303689961,"(-22.8472129, -43.340518599999996)",0.0
103.0,1.0,3.0,7.789868559054706,"(-22.975583899999997, -43.193523600000006)",0.0
55.0,2.0,2.0,7.691200097522863,"(-22.9838087, -43.1952591)",0.0
48.0,1.0,2.0,6.464588303689961,"(-22.889453200000002, -43.2898959)",1.0
45.0,1.0,1.0,6.269096283706261,"(-22.8698509, -43.2674381)",0.0
84.0,1.0,2.0,7.0967213784947605,"(-22.923590700000002, -43.2617675)",0.0
105.0,1.0,3.0,7.934871565945177,"(-22.9600532, -43.208837)",0.0
208.0,5.0,4.0,7.987524479848767,"(-22.9393527, -43.1745967)",0.0
85.0,1.0,2.0,7.879291485082271,"(-22.9840518, -43.221537899999994)",0.0
72.0,2.0,2.0,6.963189985870238,"(-23.018515100000002, -43.4634021)",0.0
120.0,1.0,3.0,7.0317412587631285,"(-22.9396582, -43.3369363)",0.0
300.0,3.0,4.0,9.33467964623179,"(-22.9387029, -43.17358170000001)",0.0
96.0,2.0,2.0,8.543640361431086,"(-22.962529699999997, -43.2257912)",0.0
75.0,2.0,2.0,7.54274354536855,"(-22.988339899999996, -43.3529408)",0.0
80.0,3.0,2.0,7.54274354536855,"(-22.960081, -43.2091516)",0.0
154.0,1.0,3.0,7.725330037917135,"(-22.9408899, -43.3422564)",1.0
63.0,2.0,2.0,6.80903930604298,"(-22.9128075, -43.2141126)",0.0
160.0,1.0,3.0,7.708410667257367,"(-23.016118399999996, -43.45588950000001)",0.0
45.0,1.0,1.0,6.520621127558696,"(-22.9258587, -43.3152522)",0.0
63.0,1.0,1.0,7.1569563646156364,"(-22.988001899999997, -43.3660133)",0.0
100.0,,2.0,8.572627898304338,"(-22.9832693, -43.204855)",0.0
53.0,2.0,2.0,7.415175109613295,"(-22.876306500000002, -43.2680946)",0.0
117.0,2.0,3.0,8.600798775271034,"(-22.9607745, -43.2028991)",0.0
107.0,3.0,3.0,8.085178748074537,"(-22.711015600000003, -43.464103)",0.0
42.0,1.0,1.0,6.09807428216624,"(-22.8912676, -43.3031848)",0.0
26.0,1.0,1.0,6.675823221634848,"(-22.9218044, -43.180240399999995)",1.0
124.0,4.0,3.0,7.659642954564682,"(-23.0111148, -43.46874260000001)",0.0
82.0,3.0,3.0,7.1569563646156364,"(-23.0160373, -43.45105086987847)",0.0
91.0,2.0,3.0,8.236155661683124,"(-22.9842762, -43.219898799999996)",0.0
128.0,2.0,3.0,8.401557847817314,"(-22.9766415, -43.188297)",0.0
65.0,1.0,1.0,7.415175109613295,"(-22.9173799, -43.18917929999999)",0.0
70.0,1.0,2.0,8.061802274538348,"(-22.9880907, -43.2278097)",0.0
160.0,2.0,2.0,8.641532465671846,"(-22.9646379, -43.20259)",0.0
60.0,1.0,2.0,7.31986492980897,"(-22.951239800000003, -43.1752885)",0.0
70.0,2.0,1.0,7.214504414151143,"(-22.924047, -43.23641660000001)",0.0
69.0,2.0,2.0,7.242082359256962,"(-23.0063466, -43.4358159)",0.0
50.0,1.0,2.0,6.520621127558696,"(-22.8355116, -43.3182064)",0.0
136.0,3.0,3.0,7.31986492980897,"(-22.9258655, -43.2584503)",0.0
150.0,2.0,4.0,8.013012110368916,"(-22.9662234, -43.382768799999994)",0.0
70.0,2.0,2.0,6.8885724595653635,"(-22.9351193, -43.24199160000001)",0.0
60.0,,2.0,6.8885724595653635,"(-22.912072100000003, -43.2718329)",0.0
100.0,1.0,3.0,7.0967213784947605,"(-22.9306672, -43.242268100000004)",0.0
606.0,6.0,4.0,10.721018160386105,"(-22.9840518, -43.221537899999994)",0.0
57.0,1.0,1.0,7.0317412587631285,"(-22.3716194, -41.78448270000001)",0.0
41.0,1.0,1.0,6.721425700790643,"(-23.8277352, -49.431700299999996)",0.0
200.0,4.0,3.0,8.130647968160584,"(-22.9729585, -43.3822057)",0.0
54.0,,2.0,7.415175109613295,"(-22.9690461, -43.18946629999999)",0.0
28.0,1.0,1.0,6.338594078203183,"(-22.9287208, -43.2638385)",1.0
104.0,1.0,2.0,7.1276936993473985,"(-22.927070999999998, -43.2286731)",0.0
40.0,1.0,1.0,7.656337166430183,"(-22.9842762, -43.219898799999996)",0.0
77.0,,2.0,7.1569563646156364,"(-22.9691174, -43.385907399999994)",0.0
79.0,2.0,2.0,7.805474625270857,"(-22.954389499999998, -43.1867818)",0.0
100.0,3.0,2.0,9.191667106710561,"(-22.9862375, -43.209178200000004)",0.0
400.0,1.0,3.0,9.845540592581278,"(-22.9862375, -43.209178200000004)",0.0
160.0,5.0,3.0,8.498418036089904,"(-22.9938255, -43.35094820000001)",0.0
88.0,2.0,2.0,7.656337166430183,"(-22.938056600000003, -43.1832597)",0.0
97.0,2.0,3.0,7.718685495198466,"(-22.9631893, -43.2225979)",0.0
48.0,1.0,2.0,7.0317412587631285,"(-22.9548472, -43.3765899)",0.0
198.0,2.0,4.0,8.41847721847708,"(-23.014923800000002, -43.407209)",0.0
124.0,4.0,3.0,7.687997166393016,"(-23.0111148, -43.46874260000001)",0.0
190.0,1.0,4.0,8.126222529458525,"(-22.9274038, -43.2370177)",0.0
120.0,2.0,3.0,8.41847721847708,"(-22.981271300000003, -43.2004164)",0.0
82.0,2.0,3.0,7.54274354536855,"(-12.8059674, -41.3322919)",0.0
130.0,3.0,3.0,7.850882664809852,"(-22.9323641, -43.1821872)",0.0
52.0,1.0,2.0,6.721425700790643,"(-22.90999110000001, -43.2406283)",0.0
82.0,1.0,2.0,7.54274354536855,"(-22.9654545, -43.18084520000001)",0.0
64.0,1.0,2.0,7.2682230211595655,"(-22.8049732, -43.219866107721046)",0.0
119.0,2.0,3.0,7.459338895220296,"(-22.925340300000002, -43.2197594)",1.0
90.0,3.0,2.0,7.459338895220296,"(-22.924047, -43.23641660000001)",0.0
60.0,2.0,2.0,6.963189985870238,"(-22.9454515, -43.33619829999999)",0.0
75.0,2.0,3.0,7.54274354536855,"(-22.9665038, -43.371319299999996)",0.0
68.0,2.0,2.0,6.963189985870238,"(-22.9079117, -43.2974949)",1.0
58.0,2.0,2.0,7.0967213784947605,"(-22.9548472, -43.3765899)",0.0
95.0,2.0,2.0,7.1569563646156364,"(-22.9144875, -43.2340037)",0.0
64.0,2.0,2.0,7.415175109613295,"(-23.004933800000003, -43.3312167)",0.0
64.0,1.0,2.0,7.0967213784947605,"(-22.9258587, -43.3152522)",0.0
73.0,2.0,3.0,7.502186486602924,"(-22.9665038, -43.371319299999996)",0.0
70.0,2.0,2.0,7.5822291942764615,"(-22.9358536, -43.1816344)",0.0
61.0,3.0,2.0,6.963189985870238,"(-22.9258587, -43.3152522)",0.0
70.0,2.0,2.0,8.130647968160584,"(-23.0089194, -43.307098499999995)",0.0
80.0,2.0,2.0,7.2682230211595655,"(-22.8132755, -43.2114737)",0.0
78.0,2.0,2.0,7.31986492980897,"(-22.9729927, -43.3674395)",0.0
85.0,3.0,3.0,7.1569563646156364,"(-23.0177482, -43.4667998)",0.0
66.0,2.0,2.0,7.31986492980897,"(-22.9065343, -43.22061420000001)",0.0
110.0,4.0,2.0,7.934871565945177,"(-22.9393527, -43.1745967)",0.0
60.0,2.0,2.0,6.721425700790643,"(-22.9308143, -43.371767)",1.0
60.0,2.0,2.0,6.721425700790643,"(-22.91750395, -43.395577716649846)",0.0
66.0,3.0,2.0,6.520621127558696,"(-22.9014952, -43.3525042)",0.0
90.0,3.0,2.0,7.415175109613295,"(-22.912447600000004, -43.2220924)",0.0
75.0,3.0,2.0,7.344719054149673,"(-22.9275788, -43.24193629999999)",0.0
85.0,3.0,2.0,7.242082359256962,"(-22.922655, -43.2302143)",0.0
47.0,2.0,2.0,6.963189985870238,"(-22.8861097, -43.2879583)",0.0
50.0,2.0,2.0,6.963189985870238,"(-22.92126780000001, -43.255565399999995)",0.0
57.0,2.0,2.0,6.8501261661455,"(-22.94624115, -43.557178065955135)",0.0
90.0,3.0,3.0,7.214504414151143,"(-23.0188373, -43.4620261)",0.0
58.0,2.0,2.0,7.016609683894219,"(-22.924370800000002, -43.208937)",0.0
110.0,3.0,3.0,6.80903930604298,"(-22.8946047, -43.3549007)",0.0
45.0,2.0,1.0,7.0967213784947605,"(-22.9913592, -43.2675329)",0.0
60.0,1.0,2.0,6.721425700790643,"(-22.928988, -43.353419099999996)",1.0
380.0,3.0,4.0,9.33467964623179,"(-22.9803652, -43.2139765)",0.0
70.0,2.0,1.0,6.8885724595653635,"(-22.9215236, -43.248205299999995)",0.0
316.0,6.0,3.0,9.717699996098998,"(-23.0048388, -43.366279799999994)",0.0
154.0,3.0,3.0,7.789868559054706,"(-22.9408899, -43.3422564)",1.0
278.0,5.0,4.0,9.191667106710561,"(-23.0048388, -43.366279799999994)",0.0
64.0,1.0,2.0,7.459338895220296,"(-22.977750399999998, -43.222481)",0.0
176.0,3.0,4.0,8.823942326585245,"(-22.9434938, -43.1613911)",0.0
373.0,4.0,4.0,8.706159290928861,"(-10.8040231, -37.1658336)",0.0
50.0,,1.0,7.656337166430183,"(-22.975583899999997, -43.193523600000006)",0.0
48.0,1.0,2.0,6.57507584059962,"(-22.939245899999996, -43.3212971)",0.0
88.0,1.0,2.0,7.757906208351747,"(-22.9777288, -43.224804999999996)",0.0
70.0,1.0,2.0,7.691200097522863,"(-22.9219495, -43.2345965)",0.0
70.0,1.0,1.0,7.725330037917135,"(-22.9766415, -43.188297)",0.0
80.0,1.0,2.0,7.064759027791802,"(-22.9233439, -43.2640862)",0.0
89.0,2.0,2.0,7.0317412587631285,"(-22.8917275, -43.2826428)",0.0
100.0,2.0,3.0,7.415175109613295,"(-22.9642979, -43.1771955)",0.0
40.0,1.0,2.0,6.80903930604298,"(-22.9319478, -43.1969954)",0.0
55.0,1.0,2.0,6.8885724595653635,"(-22.9248493, -43.3596031)",0.0
125.0,2.0,3.0,8.19533366716287,"(-23.014923800000002, -43.407209)",0.0
61.0,1.0,2.0,6.403574197934815,"(-22.91750395, -43.395577716649846)",0.0
200.0,,3.0,8.572627898304338,"(-22.9766415, -43.188297)",0.0
200.0,,4.0,8.706159290928861,"(-22.953218300000003, -43.1695399)",0.0
70.0,1.0,3.0,6.464588303689961,"(-22.89857210000001, -43.2689279)",0.0
55.0,2.0,2.0,6.721425700790643,"(-22.957320899999996, -43.3434716)",1.0
85.0,3.0,3.0,7.2633296174768365,"(-22.915698100000004, -43.2319433)",0.0
250.0,1.0,3.0,8.69349667588463,"(-22.9766415, -43.188297)",0.0
22.0,1.0,1.0,6.3784261836515865,"(-30.0342118, -51.2393593)",0.0
110.0,1.0,3.0,7.0317412587631285,"(-22.980819399999998, -43.1910909)",0.0
58.0,1.0,2.0,6.80903930604298,"(-22.9519909, -43.3872901)",1.0
70.0,2.0,1.0,7.54274354536855,"(-22.9607745, -43.2028991)",0.0
291.0,,4.0,8.92930284224307,"(-23.014923800000002, -43.407209)",0.0
135.0,2.0,3.0,7.31986492980897,"(-22.91525, -43.2102423)",0.0
90.0,2.0,2.0,8.706159290928861,"(-22.9848957, -43.1952136)",0.0
150.0,,4.0,8.766705997750515,"(-23.014923800000002, -43.407209)",0.0
98.0,2.0,2.0,7.2682230211595655,"(-22.939630899999997, -43.182965)",0.0
50.0,1.0,2.0,6.269096283706261,"(-22.8735279, -43.30844550000001)",1.0
72.0,2.0,3.0,7.0317412587631285,"(-22.948937, -43.3408375)",0.0
70.0,2.0,2.0,7.0317412587631285,"(-22.9332164, -43.2381453)",0.0
269.0,2.0,3.0,9.015419779605713,"(-22.9282465, -43.170790419174786)",0.0
51.0,1.0,2.0,7.242082359256962,"(-22.9243928, -43.373984899999996)",0.0
50.0,1.0,1.0,7.54274354536855,"(-22.9719642, -43.1843432)",0.0
70.0,1.0,2.0,6.8885724595653635,"(-22.937072600000004, -43.3354416)",0.0
400.0,,4.0,10.315564090231947,"(-22.98679, -43.2200859)",0.0
50.0,1.0,2.0,6.403574197934815,"(-22.9039197, -43.2733079)",0.0
545.0,7.0,4.0,9.33467964623179,"(-22.9282465, -43.170790419174786)",0.0
76.0,2.0,2.0,7.480992162869525,"(-22.9674748, -43.18745360000001)",0.0
65.0,1.0,2.0,7.757906208351747,"(-22.94665860000001, -43.161134600000004)",0.0
214.0,2.0,3.0,9.111624399037025,"(-22.9839557, -43.202216299999996)",0.0
60.0,1.0,2.0,6.945051063725834,"(-22.8887124, -43.268156299999994)",0.0
60.0,2.0,2.0,6.8885724595653635,"(-22.9183909, -43.3971464)",1.0
53.0,1.0,2.0,6.721425700790643,"(-22.8508744, -43.317637100000006)",0.0
60.0,1.0,2.0,6.48768401848461,"(-22.93048030000001, -43.3555556)",0.0
76.0,2.0,3.0,8.012349639327795,"(-22.9500463, -43.191054799999996)",0.0
70.0,3.0,2.0,7.820439515262181,"(-22.944898100000003, -43.1608852)",0.0
147.0,3.0,3.0,8.152774052744075,"(-22.9393527, -43.1745967)",0.0
42.0,1.0,1.0,6.626717749249025,"(-22.5144471, -43.1816234)",0.0
66.0,1.0,2.0,6.80903930604298,"(-22.8831743, -43.320918)",0.0
85.0,2.0,2.0,6.963189985870238,"(-22.9201766, -43.2558029)",0.0
40.0,1.0,2.0,6.721425700790643,"(-22.8223955, -43.17498)",0.0
30.0,1.0,1.0,7.0317412587631285,"(-8.8897464, -36.4941119)",0.0
77.0,1.0,3.0,6.57507584059962,"(-22.9099206, -43.2739525)",0.0
163.0,,3.0,7.9617188159813645,"(-22.9855992, -43.1969718)",0.0
40.0,1.0,1.0,6.963189985870238,"(-20.4640173, -54.61629470000001)",0.0
65.0,2.0,1.0,7.725330037917135,"(-27.5660564, -53.9719817)",0.0
80.0,3.0,2.0,7.879291485082271,"(-22.962171899999998, -43.1737305)",0.0
200.0,,3.0,9.06900719585954,"(-22.9821776, -43.2133851)",0.0
65.0,2.0,2.0,6.80903930604298,"(-23.0063466, -43.4358159)",0.0
49.0,1.0,2.0,6.269096283706261,"(-22.8973512, -43.5483958)",0.0
90.0,2.0,3.0,8.331345424845724,"(-22.981271300000003, -43.2004164)",0.0
176.0,3.0,3.0,7.61972421378267,"(-23.020309100000002, -43.453873)",0.0
52.0,1.0,1.0,6.963189985870238,"(-22.9163901, -43.2221112)",0.0
80.0,3.0,2.0,7.368339686311381,"(-22.9513701, -43.1842679)",0.0
58.0,2.0,2.0,6.80903930604298,"(-22.963252, -43.39719960000001)",0.0
70.0,2.0,3.0,7.2682230211595655,"(-22.8435065, -43.3100585)",0.0
45.0,1.0,2.0,6.80903930604298,"(-22.8529785, -43.314350399999995)",0.0
72.0,2.0,2.0,6.80903930604298,"(-22.9333806, -43.3347821)",0.0
50.0,1.0,1.0,7.502186486602924,"(-30.0342118, -51.2393593)",0.0
80.0,1.0,2.0,6.963189985870238,"(-22.915698100000004, -43.2319433)",0.0
50.0,2.0,2.0,7.064759027791802,"(-22.924370800000002, -43.208937)",0.0
90.0,2.0,2.0,7.1569563646156364,"(-23.0197394, -43.4600439)",0.0
70.0,2.0,2.0,7.31986492980897,"(-22.9732812, -43.379219299999995)",0.0
77.0,3.0,3.0,7.368339686311381,"(-22.9408899, -43.3422564)",1.0
55.0,3.0,2.0,7.31986492980897,"(-22.9205272, -43.2382218)",0.0
115.0,3.0,3.0,7.459338895220296,"(-22.917662399999998, -43.24595770000001)",0.0
