price,coord,class
5601.25,"(19.1969201, 72.876083)",0.0
5400.75,"(19.0551143, 72.9139426)",1.0
2700.375,"(19.142357, 72.937752)",0.0
4999.0,"(19.2022243, 72.8152705)",0.0
9998.0,"(19.2380683, 72.8522512)",0.0
4499.1,"(19.128564, 72.85186399999998)",0.0
2499.5,"(19.0523035, 72.91507220000003)",0.0
2499.5,"(19.128564, 72.85186399999998)",0.0
14997.0,"(19.0357714, 72.85745159999998)",0.0
600000.0,"(19.1109543, 72.8861179)",0.0
8998.2,"(19.172349, 72.881314)",0.0
3499.3,"(19.1289496, 72.930686)",0.0
14997.0,"(19.1998211, 72.84259399999998)",0.0
4999.0,"(19.1631138, 72.93809040000002)",0.0
2499.5,"(19.128189000000006, 72.85193199999998)",1.0
2999.4,"(19.1511736, 72.8326275)",0.0
6498.7,"(19.2438394, 72.86778819999998)",0.0
4498.84,"(19.172349, 72.881314)",0.0
2849.600000000001,"(19.1241242, 72.9186723)",0.0
10897.0,"(19.195874, 72.839519)",0.0
5200.9,"(19.1503488, 72.94909109999998)",0.0
4200.0,"(19.1511736, 72.8326275)",0.0
7257.5,"(19.083806, 72.83323659999998)",0.0
4200.0,"(19.1969201, 72.876083)",0.0
3499.28,"(19.1511736, 72.8326275)",0.0
3199.8,"(19.1511736, 72.8326275)",0.0
5900.5,"(19.2022243, 72.8152705)",0.0
3499.225,"(19.1725542, 72.942537)",0.0
13996.9,"(19.172349, 72.881314)",0.0
1899.5,"(19.0551143, 72.9139426)",1.0
1899.5,"(19.0806955, 72.9071913)",0.0
3799.0,"(19.172349, 72.881314)",0.0
1899.5,"(19.0522115, 72.900522)",0.0
5491.25,"(19.1969201, 72.876083)",0.0
5499.5,"(19.2022243, 72.8152705)",0.0
5499.5,"(19.1969201, 72.876083)",0.0
2199.8,"(19.0522115, 72.900522)",0.0
6351.25,"(19.1969201, 72.876083)",0.0
10501.4,"(19.2354699, 72.84387480000002)",0.0
3599.875,"(19.1511736, 72.8326275)",0.0
6998.0,"(19.172349, 72.881314)",0.0
10007.0,"(19.2548123, 72.86373139999998)",0.0
5950.0,"(19.148727800000003, 72.9275043)",1.0
2550.0,"(19.1878099, 72.845366)",0.0
8500.0,"(19.007294, 72.8168922)",0.0
11900.0,"(19.2175218, 72.82408010000002)",0.0
6800.0,"(19.243256, 72.87034369999998)",0.0
5100.0,"(19.172349, 72.881314)",0.0
5100.0,"(19.1969201, 72.876083)",0.0
11900.0,"(19.1998211, 72.84259399999998)",0.0
8500.0,"(19.2354699, 72.84387480000002)",0.0
1700.0,"(19.1872958, 72.8471446)",0.0
7498.5,"(19.2438394, 72.86778819999998)",0.0
6500.82,"(19.172349, 72.881314)",0.0
11001.715,"(19.195874, 72.839519)",0.0
3199.375,"(19.1582215, 72.9597433)",0.0
3500.7,"(19.0707532, 72.87813220000002)",1.0
3500.7,"(19.08246, 73.00644199999998)",0.0
5812.0,"(19.1296566, 72.92632530000002)",0.0
10199.15,"(19.2313354, 72.86337990000001)",0.0
5999.5,"(19.160481, 72.9454193)",0.0
2999.75,"(19.1511736, 72.8326275)",0.0
5999.5,"(19.172349, 72.881314)",0.0
7199.4,"(19.172349, 72.881314)",0.0
2999.75,"(19.1969201, 72.876083)",0.0
4499.625,"(19.172349, 72.881314)",0.0
5999.5,"(19.0804807, 72.88865849999998)",0.0
5999.5,"(19.1511736, 72.8326275)",0.0
4499.625,"(19.144455, 72.82492599999998)",0.0
2699.775,"(19.1725542, 72.942537)",0.0
6598.56,"(19.172349, 72.881314)",0.0
15998.0,"(19.172349, 72.881314)",0.0
5801.57,"(18.966529, 72.832171)",0.0
10802.775,"(19.2354699, 72.84387480000002)",0.0
6500.275,"(19.1760717, 72.9653036)",0.0
7601.42,"(19.2574665, 72.8650191)",0.0
2499.9,"(19.0551143, 72.9139426)",1.0
4698.95,"(19.172349, 72.881314)",0.0
9502.0,"(19.172349, 72.881314)",0.0
3800.8,"(19.1760717, 72.9653036)",0.0
10800.0,"(19.2354699, 72.84387480000002)",0.0
8998.0,"(19.2438394, 72.86778819999998)",0.0
6501.25,"(19.1998211, 72.84259399999998)",0.0
5201.0,"(19.08246, 73.00644199999998)",0.0
3900.75,"(19.1511736, 72.8326275)",0.0
2600.5,"(19.0357714, 72.85745159999998)",0.0
2600.5,"(19.1969201, 72.876083)",0.0
3900.75,"(19.2534346, 72.8723939)",1.0
6700.955,"(19.2438394, 72.86778819999998)",0.0
8498.3,"(19.172349, 72.881314)",0.0
6598.4,"(19.2380683, 72.8522512)",0.0
50000.0,"(19.0555584, 72.89264990000002)",0.0
10002.5,"(19.144455, 72.82492599999998)",0.0
3000.75,"(19.172349, 72.881314)",0.0
11513.75,"(19.2441087, 72.87002079999998)",1.0
4350.0,"(19.172349, 72.881314)",0.0
8439.5,"(19.240459, 72.87059649999998)",0.0
4999.77,"(19.1969201, 72.876083)",0.0
2999.84,"(19.172349, 72.881314)",0.0
7499.6,"(19.172349, 72.881314)",0.0
4800.75,"(19.1998211, 72.84259399999998)",0.0
3500.0,"(19.1760717, 72.9653036)",0.0
10500.0,"(19.1011489, 72.91122419999998)",0.0
3500.0,"(19.2534346, 72.8723939)",1.0
3500.0,"(19.060574, 72.85043999999998)",0.0
3500.0,"(19.0763745, 72.83109999999998)",0.0
3500.0,"(18.9852228, 72.843413)",0.0
3500.0,"(19.160481, 72.9454193)",0.0
9199.0,"(19.172349, 72.881314)",0.0
5700.25,"(19.2022243, 72.8152705)",0.0
2850.125,"(19.1969201, 72.876083)",0.0
10600.37,"(19.1289207, 72.8619092)",0.0
4799.67,"(19.172349, 72.881314)",0.0
2200.0,"(19.2471573, 72.8462833)",0.0
7999.6,"(19.2601514, 72.8542872)",0.0
6600.0,"(19.2380683, 72.8522512)",0.0
11000.0,"(19.160481, 72.9454193)",0.0
7798.4,"(19.2438394, 72.86778819999998)",0.0
4799.04,"(19.172349, 72.881314)",0.0
2999.4,"(19.172349, 72.881314)",0.0
4499.1,"(19.172349, 72.881314)",0.0
7999.99,"(19.2601514, 72.8542872)",0.0
24999.76,"(19.195874, 72.839519)",0.0
4160.25,"(19.172349, 72.881314)",0.0
6201.0,"(19.0804807, 72.88865849999998)",0.0
8000.29,"(19.2601514, 72.8542872)",0.0
9999.44,"(19.0484216, 72.82252290000002)",0.0
4000.25,"(19.111988, 72.866923)",0.0
5778.25,"(19.2022243, 72.8152705)",0.0
3200.2,"(19.142357, 72.937752)",0.0
5200.325000000002,"(19.1969201, 72.876083)",0.0
1600.1,"(19.0908063, 72.90766690000002)",0.0
4000.25,"(19.08246, 73.00644199999998)",0.0
2400.15,"(19.1511736, 72.8326275)",0.0
8000.5,"(19.2601514, 72.8542872)",0.0
8000.5,"(19.1998211, 72.84259399999998)",0.0
4000.25,"(19.172349, 72.881314)",0.0
4000.25,"(19.0638046, 72.8920434)",0.0
2000.125,"(19.0522115, 72.900522)",0.0
10001.8,"(19.0484216, 72.82252290000002)",0.0
9997.35,"(19.0461248, 72.9132122)",0.0
5799.0,"(19.1969201, 72.876083)",0.0
7500.6,"(19.172349, 72.881314)",0.0
10000.8,"(19.0484216, 72.82252290000002)",0.0
2500.2,"(19.1511736, 72.8326275)",0.0
4701.219999999998,"(19.172349, 72.881314)",0.0
3000.8,"(19.172349, 72.881314)",0.0
6899.6,"(19.1969201, 72.876083)",0.0
2600.65,"(19.160481, 72.9454193)",0.0
5201.3,"(19.1631138, 72.93809040000002)",0.0
6998.3,"(19.1969201, 72.876083)",0.0
4938.0,"(19.1969201, 72.876083)",0.0
8000.59,"(18.9976573, 72.8375932)",0.0
3010.825,"(19.172349, 72.881314)",0.0
4899.775,"(19.172349, 72.881314)",0.0
4959.0,"(19.1460742, 72.93657890000001)",0.0
7695.0,"(19.0570428, 72.8869603)",1.0
9842.5,"(19.1241789, 72.91521829999998)",0.0
1800.0,"(19.0707532, 72.87813220000002)",1.0
4500.0,"(19.2004454, 72.87370229999998)",0.0
3600.0,"(19.1511736, 72.8326275)",0.0
4500.0,"(19.0620527, 72.88343549999998)",0.0
3600.0,"(19.0560495, 72.83410620000002)",0.0
9000.0,"(19.0365443, 72.8625569)",0.0
2700.0,"(19.2455477, 72.85808469999998)",0.0
4509.0,"(19.1460742, 72.93657890000001)",0.0
7227.0,"(19.150669600000004, 72.9483121)",0.0
20400.0,"(19.1283732, 72.8698663)",0.0
10160.0,"(19.1700099, 72.8503029)",0.0
4500.0,"(19.1631138, 72.93809040000002)",0.0
2700.0,"(19.1807883, 72.85911569999998)",0.0
2700.0,"(19.08246, 73.00644199999998)",0.0
9900.0,"(19.2380683, 72.8522512)",0.0
3099.7200000000007,"(19.172349, 72.881314)",0.0
11002.2,"(19.0484216, 72.82252290000002)",0.0
2799.65,"(19.160481, 72.9454193)",0.0
2799.65,"(19.1241242, 72.9186723)",0.0
15003.2,"(19.172349, 72.881314)",0.0
9501.25,"(19.172349, 72.881314)",0.0
9501.25,"(19.060574, 72.85043999999998)",0.0
5200.22,"(19.1969201, 72.876083)",0.0
6801.25,"(19.0961829, 72.88774219999998)",1.0
7999.870000000001,"(19.2438394, 72.86778819999998)",0.0
4898.9,"(19.172349, 72.881314)",0.0
4898.9,"(19.111988, 72.866923)",0.0
5901.0,"(19.2022243, 72.8152705)",0.0
4999.75,"(19.08246, 73.00644199999998)",0.0
2499.875,"(19.1241242, 72.9186723)",0.0
9999.5,"(19.2601514, 72.8542872)",0.0
2999.85,"(19.172349, 72.881314)",0.0
9999.5,"(19.195301800000006, 72.8398395)",0.0
4999.75,"(19.2022243, 72.8152705)",0.0
4999.75,"(19.160481, 72.9454193)",0.0
4999.75,"(19.1969201, 72.876083)",0.0
8499.575,"(18.9946505, 72.83489920000002)",0.0
5000.0,"(19.1305827, 72.86328139999998)",0.0
5496.5,"(19.2546655, 72.8538822)",0.0
9100.0,"(19.195874, 72.839519)",0.0
4099.75,"(19.1511736, 72.8326275)",0.0
7302.0,"(19.1969201, 72.876083)",0.0
4801.190000000001,"(19.172349, 72.881314)",0.0
17000.03,"(19.172349, 72.881314)",0.0
3199.5,"(19.128189000000006, 72.85193199999998)",1.0
3199.5,"(19.1388604, 72.83472900000002)",0.0
3199.5,"(19.1969201, 72.876083)",0.0
3199.5,"(19.0638046, 72.8920434)",0.0
3199.5,"(19.08246, 73.00644199999998)",0.0
9598.5,"(19.172349, 72.881314)",0.0
4400.575000000002,"(19.1969201, 72.876083)",0.0
6999.875,"(18.9683324, 72.8203431)",0.0
15577.5,"(19.160481, 72.9454193)",0.0
11897.5,"(19.1920784, 72.8330885)",0.0
3800.7,"(19.149731, 72.94140999999998)",0.0
7601.4,"(19.0461248, 72.9132122)",0.0
6999.12,"(19.172349, 72.881314)",0.0
11002.0,"(19.2230772, 72.8631501)",0.0
8098.379999999999,"(19.2438394, 72.86778819999998)",0.0
7201.799999999998,"(19.2574665, 72.8650191)",0.0
4001.0,"(19.1511736, 72.8326275)",0.0
6900.0,"(19.1969201, 72.876083)",0.0
14300.0,"(19.1404754, 72.933553)",0.0
3499.9,"(19.2022243, 72.8152705)",0.0
3499.9,"(19.172349, 72.881314)",0.0
5300.75,"(19.1969201, 72.876083)",0.0
5999.75,"(19.1631138, 72.93809040000002)",0.0
3599.850000000001,"(19.1969201, 72.876083)",0.0
5999.75,"(19.0588586, 72.8790468)",0.0
6599.725,"(19.0804807, 72.88865849999998)",0.0
2999.875,"(19.1511736, 72.8326275)",0.0
5999.75,"(19.1969201, 72.876083)",0.0
11999.5,"(19.1024466, 72.91996490000002)",0.0
2999.875,"(19.111988, 72.866923)",0.0
4901.25,"(19.1969201, 72.876083)",0.0
5000.2,"(19.172349, 72.881314)",0.0
5000.2,"(19.0484216, 72.82252290000002)",0.0
2500.1,"(19.1511736, 72.8326275)",0.0
8798.5,"(19.2438394, 72.86778819999998)",0.0
3800.35,"(19.1878099, 72.845366)",0.0
6500.0,"(19.1623701, 72.9376316)",0.0
14998.24,"(19.2354699, 72.84387480000002)",0.0
6501.5,"(19.1511736, 72.8326275)",0.0
13003.0,"(nan, nan)",
6501.5,"(19.1969201, 72.876083)",0.0
7300.969999999998,"(19.2438394, 72.86778819999998)",0.0
300000.0,"(19.1305827, 72.86328139999998)",0.0
14997.03,"(19.2354699, 72.84387480000002)",0.0
3949.125,"(19.1388604, 72.83472900000002)",0.0
6601.5,"(19.1969201, 72.876083)",0.0
8201.3,"(19.2438394, 72.86778819999998)",0.0
6974.5,"(19.1969201, 72.876083)",0.0
4650.0,"(19.1969201, 72.876083)",0.0
5999.25,"(19.1969201, 72.876083)",0.0
10697.5,"(19.195874, 72.839519)",0.0
15003.86,"(19.2354699, 72.84387480000002)",0.0
13499.75,"(nan, nan)",
15002.6,"(19.2354699, 72.84387480000002)",0.0
16001.22,"(19.160481, 72.9454193)",0.0
1399.75,"(19.0641325, 72.92406190000001)",1.0
2799.5,"(19.2238081, 72.8609713)",0.0
6998.75,"(19.1969201, 72.876083)",0.0
8398.5,"(19.2198888, 72.86189820000001)",0.0
4199.25,"(19.1370256, 72.8549697)",1.0
3499.375,"(19.094047, 72.92266)",0.0
9799.0,"(19.1280785, 72.83957020000003)",0.0
5698.7,"(19.172349, 72.881314)",0.0
5001.125,"(19.172349, 72.881314)",0.0
5798.5,"(19.0707532, 72.87813220000002)",1.0
4501.08,"(19.1969201, 72.876083)",0.0
4501.200000000002,"(19.172349, 72.881314)",0.0
4501.200000000002,"(19.1511736, 72.8326275)",0.0
10502.8,"(19.195874, 72.839519)",0.0
15004.0,"(19.2354699, 72.84387480000002)",0.0
7502.0,"(19.1998211, 72.84259399999998)",0.0
7502.0,"(19.0908063, 72.90766690000002)",0.0
7502.0,"(18.9648916, 72.8261411)",0.0
7502.0,"(19.0365443, 72.8625569)",0.0
6301.68,"(19.1969201, 72.876083)",0.0
1500.4,"(19.0961829, 72.88774219999998)",1.0
5399.625,"(19.172349, 72.881314)",0.0
11598.325,"(19.2601514, 72.8542872)",0.0
3099.350000000001,"(19.172349, 72.881314)",0.0
7898.0,"(19.0461248, 72.9132122)",0.0
7000.52,"(19.1969201, 72.876083)",0.0
7999.25,"(19.0461248, 72.9132122)",0.0
3999.625,"(19.1388604, 72.83472900000002)",0.0
7999.25,"(19.195874, 72.839519)",0.0
3999.625,"(19.1631138, 72.93809040000002)",0.0
79992.5,"(19.2004454, 72.87370229999998)",0.0
7999.25,"(19.160481, 72.9454193)",0.0
10501.65,"(19.2601514, 72.8542872)",0.0
3300.25,"(19.128189000000006, 72.85193199999998)",1.0
8400.8,"(19.2438394, 72.86778819999998)",0.0
8498.0,"(19.172349, 72.881314)",0.0
5098.799999999998,"(19.172349, 72.881314)",0.0
16996.0,"(19.144455, 72.82492599999998)",0.0
8498.0,"(19.0588586, 72.8790468)",0.0
16996.0,"(19.172349, 72.881314)",0.0
16996.0,"(19.060574, 72.85043999999998)",0.0
7024.0,"(19.2323459, 72.84998879999998)",0.0
9498.625,"(19.1631138, 72.93809040000002)",0.0
5198.75,"(19.1969201, 72.876083)",0.0
5198.75,"(19.2022243, 72.8152705)",0.0
5198.75,"(19.08246, 73.00644199999998)",0.0
5198.75,"(19.1141602, 72.9357502)",0.0
10500.3,"(19.2601514, 72.8542872)",0.0
16499.120000000006,"(19.195874, 72.839519)",0.0
10597.6,"(19.2354699, 72.84387480000002)",0.0
17996.5,"(nan, nan)",
3599.3,"(19.160481, 72.9454193)",0.0
8998.25,"(19.195874, 72.839519)",0.0
4499.125,"(19.0468191, 72.92983470000001)",0.0
14502.2,"(19.081940300000007, 72.8369348)",0.0
18502.75,"(19.2354699, 72.84387480000002)",0.0
8596.5,"(19.2623306, 72.8520556)",1.0
2850.0,"(18.966529, 72.832171)",0.0
3800.0,"(19.1878099, 72.845366)",0.0
1900.0,"(19.0662616, 72.83592359999999)",0.0
6222.5,"(19.1481422, 72.92690870000001)",0.0
6622.0,"(19.2480117, 72.8694683)",1.0
13550.0,"(19.2022413, 72.8217032)",0.0
6507.5,"(19.270844, 72.88715499999998)",0.0
2850.0,"(19.2169842, 72.820583)",0.0
3800.0,"(19.1011489, 72.91122419999998)",0.0
1900.0,"(19.0974813, 72.9123266)",0.0
9500.0,"(19.0804807, 72.88865849999998)",0.0
5700.0,"(19.094047, 72.92266)",0.0
12502.825,"(19.2354699, 72.84387480000002)",0.0
5800.549999999998,"(19.094047, 72.92266)",0.0
9899.955,"(19.2438394, 72.86778819999998)",0.0
9997.505,"(19.2438394, 72.86778819999998)",0.0
10002.76,"(19.2438394, 72.86778819999998)",0.0
4999.0,"(19.172349, 72.881314)",0.0
9998.0,"(19.08246, 73.00644199999998)",0.0
5998.799999999998,"(19.094047, 72.92266)",0.0
9998.0,"(19.0588586, 72.8790468)",0.0
5199.65,"(19.172349, 72.881314)",0.0
9359.37,"(19.2438394, 72.86778819999998)",0.0
12498.7,"(19.2354699, 72.84387480000002)",0.0
10502.5,"(19.195874, 72.839519)",0.0
4301.0,"(19.1969201, 72.876083)",0.0
8602.0,"(19.2438394, 72.86778819999998)",0.0
3250.2,"(19.172349, 72.881314)",0.0
11002.75,"(19.172349, 72.881314)",0.0
5499.46,"(19.1969201, 72.876083)",0.0
11498.0,"(19.1998211, 72.84259399999998)",0.0
11498.0,"(nan, nan)",
11601.95,"(19.195874, 72.839519)",0.0
7201.045,"(19.0588586, 72.8790468)",0.0
4800.0,"(19.1011489, 72.91122419999998)",0.0
12499.6,"(19.2354699, 72.84387480000002)",0.0
7200.0,"(19.1752424, 72.97103890000002)",0.0
2400.0,"(19.2022243, 72.8152705)",0.0
2400.0,"(19.0282347, 72.8785587)",0.0
9002.285,"(19.172349, 72.881314)",0.0
12503.0,"(19.2354699, 72.84387480000002)",0.0
2600.05,"(19.1807883, 72.85911569999998)",0.0
6500.125,"(19.1969201, 72.876083)",0.0
5200.1,"(19.1631138, 72.93809040000002)",0.0
2600.05,"(19.1241242, 72.9186723)",0.0
2600.05,"(19.0707532, 72.87813220000002)",1.0
10700.2,"(19.195874, 72.839519)",0.0
8598.7,"(19.094047, 72.92266)",0.0
2900.5,"(19.2169842, 72.820583)",0.0
2900.5,"(19.08246, 73.00644199999998)",0.0
2900.5,"(19.0638046, 72.8920434)",0.0
2900.5,"(19.1878099, 72.845366)",0.0
18002.77,"(19.172349, 72.881314)",0.0
5666.0,"(19.173997, 72.95061899999997)",0.0
17904.0,"(19.2354699, 72.84387480000002)",0.0
12001.6,"(19.0996248, 72.8848733)",0.0
6000.799999999998,"(19.1969201, 72.876083)",0.0
9198.0,"(19.2228758, 72.84217840000002)",0.0
5600.41,"(19.1969201, 72.876083)",0.0
9798.295,"(19.2313354, 72.86337990000001)",0.0
9498.1,"(19.172349, 72.881314)",0.0
3200.5,"(19.149731, 72.94140999999998)",0.0
16002.5,"(19.2354699, 72.84387480000002)",0.0
6499.5,"(19.1969201, 72.876083)",0.0
9902.1,"(19.195874, 72.839519)",0.0
3300.7,"(19.172349, 72.881314)",0.0
9902.1,"(19.094047, 72.92266)",0.0
6798.5,"(19.0961829, 72.88774219999998)",1.0
17498.0,"(19.0908063, 72.90766690000002)",0.0
3499.600000000001,"(19.1511736, 72.8326275)",0.0
1399.84,"(19.1511736, 72.8326275)",0.0
6999.200000000002,"(19.1969201, 72.876083)",0.0
5298.700000000002,"(19.172349, 72.881314)",0.0
8501.51,"(19.1915579, 72.8604115)",0.0
5299.280000000002,"(19.172349, 72.881314)",0.0
9601.875,"(19.2198888, 72.86189820000001)",0.0
12499.75,"(19.172349, 72.881314)",0.0
7800.0,"(19.1011489, 72.91122419999998)",0.0
19500.0,"(19.144455, 72.82492599999998)",0.0
3900.0,"(19.1511736, 72.8326275)",0.0
19510.0,"(19.144455, 72.82492599999998)",0.0
4000.8,"(19.1878099, 72.845366)",0.0
8001.6,"(18.9162281, 72.8295801)",0.0
4000.8,"(19.0806955, 72.9071913)",0.0
4000.8,"(19.128564, 72.85186399999998)",0.0
12002.4,"(19.195301800000006, 72.8398395)",0.0
12200.0,"(19.1011489, 72.91122419999998)",0.0
3299.44,"(19.172349, 72.881314)",0.0
7501.68,"(19.172349, 72.881314)",0.0
8801.0,"(19.0804807, 72.88865849999998)",0.0
6600.75,"(19.195874, 72.839519)",0.0
12499.419999999998,"(19.172349, 72.881314)",0.0
4699.6,"(19.1511736, 72.8326275)",0.0
4900.0,"(19.0707532, 72.87813220000002)",1.0
5100.6,"(18.9487379, 72.82888259999999)",0.0
2599.825,"(19.2022243, 72.8152705)",0.0
7501.24,"(19.172349, 72.881314)",0.0
5400.5,"(19.1969201, 72.876083)",0.0
6488.9000000000015,"(19.1969201, 72.876083)",0.0
6011.04,"(19.172349, 72.881314)",0.0
12498.4,"(19.2354699, 72.84387480000002)",0.0
5416.25,"(19.1969201, 72.876083)",0.0
6401.25,"(19.172349, 72.881314)",0.0
9701.125,"(19.2198888, 72.86189820000001)",0.0
6901.0,"(19.0804807, 72.88865849999998)",0.0
10500.45,"(19.2438394, 72.86778819999998)",0.0
7000.299999999998,"(19.172349, 72.881314)",0.0
11002.525,"(19.160481, 72.9454193)",0.0
7401.75,"(19.1969201, 72.876083)",0.0
5723.799999999998,"(19.1631138, 72.93809040000002)",0.0
6899.565,"(19.1969201, 72.876083)",0.0
4199.5,"(19.0638046, 72.8920434)",0.0
2974.44,"(19.1449272, 72.93478809999998)",0.0
9999.395,"(19.0638046, 72.8920434)",0.0
4792.0,"(19.2522053, 72.87193609999999)",0.0
9900.0,"(19.172349, 72.881314)",0.0
12496.9,"(19.2354699, 72.84387480000002)",0.0
10397.5,"(19.1289496, 72.930686)",0.0
5198.75,"(19.1631138, 72.93809040000002)",0.0
10502.3,"(19.160481, 72.9454193)",0.0
10502.3,"(19.172349, 72.881314)",0.0
5400.475,"(19.172349, 72.881314)",0.0
5400.475,"(19.1969201, 72.876083)",0.0
16500.075,"(19.2593948, 72.86113470000002)",0.0
10402.75,"(19.2438394, 72.86778819999998)",0.0
22995.6,"(19.0759837, 72.87765590000002)",0.0
15997.37,"(19.2354699, 72.84387480000002)",0.0
10507.6,"(19.172349, 72.881314)",0.0
11902.0,"(19.1998211, 72.84259399999998)",0.0
10408.0,"(19.1289496, 72.930686)",0.0
8001.79,"(19.1522457, 72.9404047)",1.0
16003.58,"(19.2354699, 72.84387480000002)",0.0
6701.375,"(19.1969201, 72.876083)",0.0
16001.7,"(19.2354699, 72.84387480000002)",0.0
10700.0,"(19.215671, 72.8118428)",0.0
12499.9,"(19.2354699, 72.84387480000002)",0.0
29905.000000000004,"(19.2471573, 72.8462833)",0.0
6618.5,"(19.094047, 72.92266)",0.0
6749.0,"(19.094047, 72.92266)",0.0
4999.5,"(19.0804807, 72.88865849999998)",0.0
5825.0,"(19.1818376, 72.9577666)",0.0
16950.0,"(19.1754707, 72.96208730000002)",0.0
3000.0,"(19.1582215, 72.9597433)",0.0
7500.0,"(19.0588586, 72.8790468)",0.0
2000.0,"(19.0522115, 72.900522)",0.0
1800.0,"(19.1853779, 72.8584758)",0.0
2500.0,"(19.142357, 72.937752)",0.0
9600.0,"(19.1998211, 72.84259399999998)",0.0
5000.0,"(19.1511736, 72.8326275)",0.0
2000.0,"(19.128189000000006, 72.85193199999998)",1.0
1800.0,"(19.1998211, 72.84259399999998)",0.0
3500.0,"(19.1969201, 72.876083)",0.0
8500.0,"(19.195874, 72.839519)",0.0
6500.0,"(19.2022243, 72.8152705)",0.0
12000.0,"(19.0461248, 72.9132122)",0.0
2800.0,"(19.1878099, 72.845366)",0.0
5000.0,"(19.0707532, 72.87813220000002)",1.0
5500.0,"(19.0804807, 72.88865849999998)",0.0
2250.0,"(19.1878099, 72.845366)",0.0
25000.0,"(19.1920784, 72.8330885)",0.0
4800.0,"(19.1969201, 72.876083)",0.0
8500.0,"(19.160481, 72.9454193)",0.0
3500.0,"(19.1662566, 72.8525696)",0.0
16000.0,"(19.1511736, 72.8326275)",0.0
8500.0,"(19.2007768, 72.8172517)",0.0
5500.0,"(19.1969201, 72.876083)",0.0
12500.0,"(19.2601514, 72.8542872)",0.0
4000.0,"(19.1511736, 72.8326275)",0.0
4800.0,"(19.1631138, 72.93809040000002)",0.0
3000.0,"(19.149731, 72.94140999999998)",0.0
12000.0,"(19.2380683, 72.8522512)",0.0
5500.0,"(19.1631138, 72.93809040000002)",0.0
7500.0,"(18.963602, 72.8197928)",0.0
10000.0,"(19.195874, 72.839519)",0.0
26000.0,"(nan, nan)",
8500.0,"(19.0484216, 72.82252290000002)",0.0
6100.0,"(19.1631138, 72.93809040000002)",0.0
9500.0,"(19.0996248, 72.8848733)",0.0
3500.0,"(19.1631138, 72.93809040000002)",0.0
15000.0,"(19.1141602, 72.9357502)",0.0
12000.0,"(19.1146891, 72.89624189999998)",0.0
3000.0,"(19.2313354, 72.86337990000001)",0.0
7500.0,"(19.0804807, 72.88865849999998)",0.0
5500.0,"(19.2438394, 72.86778819999998)",0.0
12000.0,"(19.160481, 72.9454193)",0.0
11000.0,"(19.195301800000006, 72.8398395)",0.0
4500.0,"(18.9567432, 72.8278646)",0.0
2500.0,"(19.0908063, 72.90766690000002)",0.0
4500.0,"(19.1969201, 72.876083)",0.0
5500.0,"(19.111988, 72.866923)",0.0
9500.0,"(19.1289496, 72.930686)",0.0
5300.0,"(19.1631138, 72.93809040000002)",0.0
5000.0,"(18.95219, 72.838714)",0.0
9000.0,"(19.144455, 72.82492599999998)",0.0
3000.0,"(19.1725542, 72.942537)",0.0
9500.0,"(19.2175443, 72.8534756)",0.0
12500.0,"(19.2354699, 72.84387480000002)",0.0
1500.0,"(19.060574, 72.85043999999998)",0.0
20000.0,"(19.144455, 72.82492599999998)",0.0
8800.0,"(19.0620527, 72.88343549999998)",0.0
9900.0,"(19.2051223, 72.8512965)",1.0
12000.0,"(19.2438394, 72.86778819999998)",0.0
10000.0,"(19.0538516, 72.9056318)",0.0
3000.0,"(19.1969201, 72.876083)",0.0
3500.0,"(19.149731, 72.94140999999998)",0.0
3000.0,"(19.2169842, 72.820583)",0.0
2500.0,"(19.128189000000006, 72.85193199999998)",1.0
2200.0,"(19.08246, 73.00644199999998)",0.0
12000.0,"(19.0588586, 72.8790468)",0.0
4500.0,"(19.08246, 73.00644199999998)",0.0
15300.0,"(19.0461248, 72.9132122)",0.0
26000.0,"(nan, nan)",
6050.0,"(19.1631138, 72.93809040000002)",0.0
4200.0,"(19.149731, 72.94140999999998)",0.0
3500.0,"(19.2471573, 72.8462833)",0.0
6000.0,"(19.2022243, 72.8152705)",0.0
7000.0,"(19.0804807, 72.88865849999998)",0.0
4000.0,"(19.2455477, 72.85808469999998)",0.0
3200.0,"(19.1878099, 72.845366)",0.0
8000.0,"(19.0804807, 72.88865849999998)",0.0
7000.0,"(19.0961829, 72.88774219999998)",1.0
10000.0,"(19.195301800000006, 72.8398395)",0.0
4500.0,"(19.0743779, 72.82560099999998)",0.0
6000.0,"(19.1014096, 72.89620740000002)",1.0
5500.0,"(18.9994335, 72.84483320000002)",0.0
3000.0,"(19.1449272, 72.93478809999998)",0.0
3000.0,"(19.0908063, 72.90766690000002)",0.0
5000.0,"(19.2438394, 72.86778819999998)",0.0
5000.0,"(19.0638046, 72.8920434)",0.0
10600.0,"(19.172349, 72.881314)",0.0
9027.01,"(19.0588586, 72.8790468)",0.0
10605.3,"(19.172349, 72.881314)",0.0
6998.495,"(19.1969201, 72.876083)",0.0
5510.5,"(18.9994335, 72.84483320000002)",0.0
7300.92,"(19.1969201, 72.876083)",0.0
13900.79,"(19.0588586, 72.8790468)",0.0
5521.0,"(18.9994335, 72.84483320000002)",0.0
10300.52,"(19.2438394, 72.86778819999998)",0.0
5528.75,"(18.9994335, 72.84483320000002)",0.0
8901.55,"(19.0484216, 72.82252290000002)",0.0
8099.15,"(19.2228758, 72.84217840000002)",0.0
